ecosystem,n_sites,extent_km2_modeled,extent_km2_measured,mean_stock_g_m2,sd_stock_g_m2,stock_gg_c,stock_gg_c_sd,seq_rate_g_m2_yr,seq_rate_sd_g_m2_yr,seq_gg_c_yr,seq_gg_c_yr_sd,seq_mt_co2_yr,seq_mt_co2_yr_sd,ipcc_tier,tier_notes,species,n_transects,extent_km2,extent_km2_ci_low,extent_km2_ci_high,stock_mt_c,stock_mt_c_ci_low,stock_mt_c_ci_high,annual_export_mt_c_yr,seq_mt_c_yr,seq_mt_c_yr_ci_low,seq_mt_c_yr_ci_high,seq_mt_co2_yr_ci_low,seq_mt_co2_yr_ci_high,source
seagrass,20.0,90.0,60.0,3973.4,3051.4,357.6,274.63,51.0,14.0,4.59,1.26,0.0168,0.0046,Tier 2,Extent from Frigstad 2020 (national model); sequestration rate from TemaNord 2020:541 (regional literature); no Norwegian sediment dating — Tier 3 not achieved,,,,,,,,,,,,,,,
macroalgae,,,,,,2600.0,,,,460.0,,1.7,,Tier 2,"Area from Gundersen 2021 national model (630 scuba transects); sequestration fraction from Krause-Jensen & Duarte 2016 (25.5%, range 23.2–61.6%); wide CI driven by this transfer function. No Norwegian sediment dating — Tier 3 not achieved.",Saccharina latissima + Laminaria hyperborea,630.0,5355.0,5082.0,5627.0,2.6,2.5,2.7,1.81,0.46,0.36,1.12,1.3,4.1,"Gundersen et al. 2021, doi:10.3389/fmars.2021.578629"
