TILL_NR,ORG.NR/PERS.NR,NAVN,ADRESSE,POSTNR,POSTSTED,TILDELINGSTIDSPUNKT,TIDSBEGRENSET,TILL_KOMNR,TILL_KOM,FORMÅL,PRODUKSJONSFORM,ART,ART_KODE,TILL_KAP,TILL_ENHET,TILL_OPPRINNELIG_KAP,TILL_OPPRINNELIG_KAP_ENHET,LOK_NR,LOK_NAVN,LOK_KOMNR,LOK_KOM,LOK_PLASS,VANNMILJØ,LOK_KAP,LOK_ENHET,UTGÅR_DATO,N_GEOWGS84,Ø_GEOWGS84,PROD_OMR,lat_dd,lon_dd
R SS 0009,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,FORSKNING,STAMFISK,Regnbueørret,071401,0.00,TN,260.00,TN,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0020,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,KOMMERSIELL,SETTEFISK,Laks,071101,1000000.00,STK,1000000.00,STK,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0020,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,1000000.00,STK,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0020,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,1000000.00,STK,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0021,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,FORSKNING,MATFISK,Laks,071101,130.00,TN,130.00,TN,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0021,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,FORSKNING,MATFISK,Ørret,071301,0.00,TN,130.00,TN,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0021,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,FORSKNING,MATFISK,Regnbueørret,071401,0.00,TN,130.00,TN,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0024,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,KOMMERSIELL,MATFISK,Pukkellaks,073201,0.00,TN,33.00,TN,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0024,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,KOMMERSIELL,MATFISK,Torsk,102205,0.00,TN,33.00,TN,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0024,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,KOMMERSIELL,MATFISK,Sei,103201,0.00,TN,33.00,TN,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0024,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,KOMMERSIELL,MATFISK,Kveite,231101,0.00,TN,33.00,TN,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0025,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,KOMMERSIELL,SETTEFISK,Pukkellaks,073201,0.00,TN,0.00,TN,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0025,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,KOMMERSIELL,SETTEFISK,Torsk,102205,0.00,TN,0.00,TN,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0025,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,KOMMERSIELL,SETTEFISK,Sei,103201,0.00,TN,0.00,TN,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R SS 0025,950037687,STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,POSTBOKS 5685 TORGARDEN,7485,TRONDHEIM,15-08-1973,,1108,SANDNES,KOMMERSIELL,SETTEFISK,Kveite,231101,0.00,TN,0.00,TN,11954,IMS II,1108,SANDNES,LAND,FERSKVANN/SALTVANN,130.00,TN,,58.903709,5.963545,,58.903709,5.963545
R ST 0015,971045698,ROGALAND FYLKESKOMMUNE,POSTBOKS 130 SENTRUM,4001,STAVANGER,14-06-2016,26-06-2026,1130,STRAND,UNDERVISNING,MATFISK,Laks,071101,780.00,TN,780.00,TN,36897,STRAND VGS,1130,STRAND,LAND,FERSKVANN/SALTVANN,2.00,TN,,59.064100,5.920283,,59.0641,5.920283
R ST 0015,971045698,ROGALAND FYLKESKOMMUNE,POSTBOKS 130 SENTRUM,4001,STAVANGER,14-06-2016,26-06-2026,1130,STRAND,UNDERVISNING,MATFISK,Ørret,071301,0.00,TN,780.00,TN,36897,STRAND VGS,1130,STRAND,LAND,FERSKVANN/SALTVANN,2.00,TN,,59.064100,5.920283,,59.0641,5.920283
R ST 0015,971045698,ROGALAND FYLKESKOMMUNE,POSTBOKS 130 SENTRUM,4001,STAVANGER,14-06-2016,26-06-2026,1130,STRAND,UNDERVISNING,MATFISK,Regnbueørret,071401,0.00,TN,780.00,TN,36897,STRAND VGS,1130,STRAND,LAND,FERSKVANN/SALTVANN,2.00,TN,,59.064100,5.920283,,59.0641,5.920283
R ST 0016,971045698,ROGALAND FYLKESKOMMUNE,POSTBOKS 130 SENTRUM,4001,STAVANGER,15-09-2017,,1130,STRAND,KOMMERSIELL,MATFISK,Torsk,102205,0.00,TN,2.00,TN,36897,STRAND VGS,1130,STRAND,LAND,FERSKVANN/SALTVANN,2.00,TN,,59.064100,5.920283,,59.0641,5.920283
R ST 0016,971045698,ROGALAND FYLKESKOMMUNE,POSTBOKS 130 SENTRUM,4001,STAVANGER,15-09-2017,,1130,STRAND,KOMMERSIELL,MATFISK,Kveite,231101,0.00,TN,2.00,TN,36897,STRAND VGS,1130,STRAND,LAND,FERSKVANN/SALTVANN,2.00,TN,,59.064100,5.920283,,59.0641,5.920283
R ST 0016,971045698,ROGALAND FYLKESKOMMUNE,POSTBOKS 130 SENTRUM,4001,STAVANGER,15-09-2017,,1130,STRAND,KOMMERSIELL,STAMFISK,Torsk,102205,0.00,TN,2.00,TN,36897,STRAND VGS,1130,STRAND,LAND,FERSKVANN/SALTVANN,2.00,TN,,59.064100,5.920283,,59.0641,5.920283
R ST 0016,971045698,ROGALAND FYLKESKOMMUNE,POSTBOKS 130 SENTRUM,4001,STAVANGER,15-09-2017,,1130,STRAND,KOMMERSIELL,STAMFISK,Kveite,231101,0.00,TN,2.00,TN,36897,STRAND VGS,1130,STRAND,LAND,FERSKVANN/SALTVANN,2.00,TN,,59.064100,5.920283,,59.0641,5.920283
R ST 0016,971045698,ROGALAND FYLKESKOMMUNE,POSTBOKS 130 SENTRUM,4001,STAVANGER,15-09-2017,,1130,STRAND,KOMMERSIELL,SETTEFISK,Torsk,102205,0.00,TN,2.00,TN,36897,STRAND VGS,1130,STRAND,LAND,FERSKVANN/SALTVANN,2.00,TN,,59.064100,5.920283,,59.0641,5.920283
R ST 0016,971045698,ROGALAND FYLKESKOMMUNE,POSTBOKS 130 SENTRUM,4001,STAVANGER,15-09-2017,,1130,STRAND,KOMMERSIELL,SETTEFISK,Kveite,231101,0.00,TN,2.00,TN,36897,STRAND VGS,1130,STRAND,LAND,FERSKVANN/SALTVANN,2.00,TN,,59.064100,5.920283,,59.0641,5.920283
ST B 0008,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,23-04-1987,29-10-2034,5057,ØRLAND,KOMMERSIELL,STAMFISK,Laks,071101,780.00,TN,780.00,TN,10246,LEIKVANGBUKTA LAND,5057,ØRLAND,LAND,FERSKVANN/SALTVANN,300.00,TN,,63.862050,9.861967,,63.86205,9.861967
ST B 0008,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,23-04-1987,29-10-2034,5057,ØRLAND,KOMMERSIELL,STAMFISK,Laks,071101,780.00,TN,780.00,TN,10077,TVEITEVÅG,4627,ASKØY,LAND,FERSKVANN/SALTVANN,250.00,TN,,60.445729,5.133024,,60.445729,5.133024
ST B 0014,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,19-02-2010,19-02-2035,5057,ØRLAND,KOMMERSIELL,STAMFISK,Laks,071101,780.00,TN,780.00,TN,10246,LEIKVANGBUKTA LAND,5057,ØRLAND,LAND,FERSKVANN/SALTVANN,300.00,TN,,63.862050,9.861967,,63.86205,9.861967
ST B 0014,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,19-02-2010,19-02-2035,5057,ØRLAND,KOMMERSIELL,STAMFISK,Laks,071101,780.00,TN,780.00,TN,10077,TVEITEVÅG,4627,ASKØY,LAND,FERSKVANN/SALTVANN,250.00,TN,,60.445729,5.133024,,60.445729,5.133024
ST B 0015,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,03-03-2011,03-03-2036,5057,ØRLAND,KOMMERSIELL,STAMFISK,Laks,071101,780.00,TN,780.00,TN,10077,TVEITEVÅG,4627,ASKØY,LAND,FERSKVANN/SALTVANN,250.00,TN,,60.445729,5.133024,,60.445729,5.133024
ST B 0015,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,03-03-2011,03-03-2036,5057,ØRLAND,KOMMERSIELL,STAMFISK,Laks,071101,780.00,TN,780.00,TN,10246,LEIKVANGBUKTA LAND,5057,ØRLAND,LAND,FERSKVANN/SALTVANN,300.00,TN,,63.862050,9.861967,,63.86205,9.861967
ST F 0045,974536463,VIKAN SETTEFISK AS,TUVNESVEIEN 9,7266,KVERVA,02-07-1986,,5014,FRØYA,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,STK,200000.00,STK,12428,TVERRVÅGEN,5014,FRØYA,LAND,FERSKVANN/SALTVANN,0.00,STK,,63.728633,8.629450,,63.728633,8.62945
ST F 0045,974536463,VIKAN SETTEFISK AS,TUVNESVEIEN 9,7266,KVERVA,02-07-1986,,5014,FRØYA,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,200000.00,STK,12428,TVERRVÅGEN,5014,FRØYA,LAND,FERSKVANN/SALTVANN,0.00,STK,,63.728633,8.629450,,63.728633,8.62945
ST F 0045,974536463,VIKAN SETTEFISK AS,TUVNESVEIEN 9,7266,KVERVA,02-07-1986,,5014,FRØYA,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,200000.00,STK,12428,TVERRVÅGEN,5014,FRØYA,LAND,FERSKVANN/SALTVANN,0.00,STK,,63.728633,8.629450,,63.728633,8.62945
ST F 0071,985848718,LERØY MIDT AS,INDUSTRIPARKVEIEN 31,7246,SANDSTAD,04-11-2015,04-11-2030,5014,FRØYA,KOMMERSIELL,STAMFISK,Laks,071101,780.00,TN,780.00,TN,12898,HØNSVIKGULEN,5055,HEIM,LAND,FERSKVANN/SALTVANN,100.00,TN,,63.105017,8.170517,,63.105017,8.170517
ST T 0005,937357370,SINTEF OCEAN AS,POSTBOKS 4762 TORGARDEN,7465,TRONDHEIM,24-01-1990,27-07-2031,5001,TRONDHEIM,FORSKNING,MATFISK,Laks,071101,0.10,TN,0.10,TN,24836,BRATTØRKAIA,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,0.50,TN,,63.437215,10.397502,,63.437215,10.397502
ST T 0005,937357370,SINTEF OCEAN AS,POSTBOKS 4762 TORGARDEN,7465,TRONDHEIM,24-01-1990,27-07-2031,5001,TRONDHEIM,FORSKNING,MATFISK,Ørret,071301,0.00,TN,0.10,TN,24836,BRATTØRKAIA,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,0.50,TN,,63.437215,10.397502,,63.437215,10.397502
ST T 0005,937357370,SINTEF OCEAN AS,POSTBOKS 4762 TORGARDEN,7465,TRONDHEIM,24-01-1990,27-07-2031,5001,TRONDHEIM,FORSKNING,MATFISK,Regnbueørret,071401,0.00,TN,0.10,TN,24836,BRATTØRKAIA,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,0.50,TN,,63.437215,10.397502,,63.437215,10.397502
ST T 0008,937357370,SINTEF OCEAN AS,POSTBOKS 4762 TORGARDEN,7465,TRONDHEIM,28-07-2005,,5001,TRONDHEIM,KOMMERSIELL,SETTEFISK,Laks,071101,500.00,STK,500.00,STK,24836,BRATTØRKAIA,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,0.50,TN,,63.437215,10.397502,,63.437215,10.397502
ST T 0008,937357370,SINTEF OCEAN AS,POSTBOKS 4762 TORGARDEN,7465,TRONDHEIM,28-07-2005,,5001,TRONDHEIM,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,500.00,STK,24836,BRATTØRKAIA,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,0.50,TN,,63.437215,10.397502,,63.437215,10.397502
ST T 0008,937357370,SINTEF OCEAN AS,POSTBOKS 4762 TORGARDEN,7465,TRONDHEIM,28-07-2005,,5001,TRONDHEIM,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,500.00,STK,24836,BRATTØRKAIA,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,0.50,TN,,63.437215,10.397502,,63.437215,10.397502
ST T 0009,937357370,SINTEF OCEAN AS,POSTBOKS 4762 TORGARDEN,7465,TRONDHEIM,01-08-2005,,5001,TRONDHEIM,KOMMERSIELL,SETTEFISK,Torsk,102205,80000.00,STK,80000.00,STK,24836,BRATTØRKAIA,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,0.50,TN,,63.437215,10.397502,,63.437215,10.397502
ST T 0009,937357370,SINTEF OCEAN AS,POSTBOKS 4762 TORGARDEN,7465,TRONDHEIM,01-08-2005,,5001,TRONDHEIM,KOMMERSIELL,SETTEFISK,Kveite,231101,0.00,STK,80000.00,STK,24836,BRATTØRKAIA,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,0.50,TN,,63.437215,10.397502,,63.437215,10.397502
ST T 0010,937357370,SINTEF OCEAN AS,POSTBOKS 4762 TORGARDEN,7465,TRONDHEIM,28-02-2007,,5001,TRONDHEIM,KOMMERSIELL,STAMFISK,Torsk,102205,350.00,KG,350.00,KG,24836,BRATTØRKAIA,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,0.50,TN,,63.437215,10.397502,,63.437215,10.397502
ST T 0010,937357370,SINTEF OCEAN AS,POSTBOKS 4762 TORGARDEN,7465,TRONDHEIM,28-02-2007,,5001,TRONDHEIM,KOMMERSIELL,STAMFISK,Kveite,231101,0.00,KG,350.00,KG,24836,BRATTØRKAIA,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,0.50,TN,,63.437215,10.397502,,63.437215,10.397502
ST T 0011,974767880,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,7491,7491,TRONDHEIM,23-05-2007,,5001,TRONDHEIM,KOMMERSIELL,STAMFISK,Torsk,102205,500.00,KG,500.00,KG,27576,BRATTØRKAIA 17B,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,14.00,TN,,63.437502,10.398180,,63.437502,10.39818
ST T 0011,974767880,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,7491,7491,TRONDHEIM,23-05-2007,,5001,TRONDHEIM,KOMMERSIELL,STAMFISK,Kveite,231101,0.00,KG,500.00,KG,27576,BRATTØRKAIA 17B,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,14.00,TN,,63.437502,10.398180,,63.437502,10.39818
ST T 0012,974767880,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,7491,7491,TRONDHEIM,23-05-2007,,5001,TRONDHEIM,KOMMERSIELL,SETTEFISK,Torsk,102205,100000.00,STK,100000.00,STK,27576,BRATTØRKAIA 17B,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,14.00,TN,,63.437502,10.398180,,63.437502,10.39818
ST T 0012,974767880,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,7491,7491,TRONDHEIM,23-05-2007,,5001,TRONDHEIM,KOMMERSIELL,SETTEFISK,Kveite,231101,0.00,STK,100000.00,STK,27576,BRATTØRKAIA 17B,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,14.00,TN,,63.437502,10.398180,,63.437502,10.39818
ST T 0013,974767880,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,7491,7491,TRONDHEIM,23-05-2007,,5001,TRONDHEIM,KOMMERSIELL,MATFISK,Torsk,102205,500.00,KG,500.00,KG,27576,BRATTØRKAIA 17B,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,14.00,TN,,63.437502,10.398180,,63.437502,10.39818
ST T 0013,974767880,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,7491,7491,TRONDHEIM,23-05-2007,,5001,TRONDHEIM,KOMMERSIELL,MATFISK,Kveite,231101,0.00,KG,500.00,KG,27576,BRATTØRKAIA 17B,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,14.00,TN,,63.437502,10.398180,,63.437502,10.39818
ST T 0014,974767880,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,7491,7491,TRONDHEIM,23-05-2007,,5001,TRONDHEIM,KOMMERSIELL,SETTEFISK,Laks,071101,10000.00,STK,10000.00,STK,27576,BRATTØRKAIA 17B,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,14.00,TN,,63.437502,10.398180,,63.437502,10.39818
ST T 0014,974767880,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,7491,7491,TRONDHEIM,23-05-2007,,5001,TRONDHEIM,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,10000.00,STK,27576,BRATTØRKAIA 17B,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,14.00,TN,,63.437502,10.398180,,63.437502,10.39818
ST T 0014,974767880,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,7491,7491,TRONDHEIM,23-05-2007,,5001,TRONDHEIM,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,10000.00,STK,27576,BRATTØRKAIA 17B,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,14.00,TN,,63.437502,10.398180,,63.437502,10.39818
ST T 0302,974767880,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,7491,7491,TRONDHEIM,23-05-2007,,5001,TRONDHEIM,KOMMERSIELL,AKVAKULTURDYR TIL KONSUM,Lakselus,259401,0.00,KG,500.00,KG,27576,BRATTØRKAIA 17B,5001,TRONDHEIM,LAND,FERSKVANN/SALTVANN,14.00,TN,,63.437502,10.398180,,63.437502,10.39818
T K 0039,935182484,SALMAR DÅFJORD AS,INDUSTRIVEIEN 51,7266,KVERVA,05-06-2019,,5534,KARLSØY,KOMMERSIELL,SETTEFISK,Laks,071101,0.00,STK,0.00,STK,39737,VINTERNESET,5534,KARLSØY,LAND,FERSKVANN/SALTVANN,0.00,STK,,69.993533,19.388783,,69.993533,19.388783
T K 0039,935182484,SALMAR DÅFJORD AS,INDUSTRIVEIEN 51,7266,KVERVA,05-06-2019,,5534,KARLSØY,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,0.00,STK,39737,VINTERNESET,5534,KARLSØY,LAND,FERSKVANN/SALTVANN,0.00,STK,,69.993533,19.388783,,69.993533,19.388783
T K 0039,935182484,SALMAR DÅFJORD AS,INDUSTRIVEIEN 51,7266,KVERVA,05-06-2019,,5534,KARLSØY,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,0.00,STK,39737,VINTERNESET,5534,KARLSØY,LAND,FERSKVANN/SALTVANN,0.00,STK,,69.993533,19.388783,,69.993533,19.388783
T S 0021,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,07-10-2016,,5542,SKJERVØY,KOMMERSIELL,SETTEFISK,Laks,071101,12000000.00,STK,12000000.00,STK,36477,SANDØRA,5542,SKJERVØY,LAND,FERSKVANN/SALTVANN,12000000.00,STK,,70.005050,20.933450,,70.00505,20.93345
T S 0021,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,07-10-2016,,5542,SKJERVØY,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,12000000.00,STK,36477,SANDØRA,5542,SKJERVØY,LAND,FERSKVANN/SALTVANN,12000000.00,STK,,70.005050,20.933450,,70.00505,20.93345
T S 0021,964118191,MOWI ASA,POSTBOKS 4102 SANDVIKEN,5835,BERGEN,07-10-2016,,5542,SKJERVØY,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,12000000.00,STK,36477,SANDØRA,5542,SKJERVØY,LAND,FERSKVANN/SALTVANN,12000000.00,STK,,70.005050,20.933450,,70.00505,20.93345
T SL 0007,916157509,SALAKS SETTEFISK AS,SALANGSVERKET 91,9350,SJØVEGAN,21-09-2016,,5522,SALANGEN,KOMMERSIELL,SETTEFISK,Laks,071101,6000000.00,STK,6000000.00,STK,36357,SALANGSVERKET,5522,SALANGEN,LAND,FERSKVANN/SALTVANN,6000000.00,STK,,68.908767,17.716950,,68.908767,17.71695
T SL 0007,916157509,SALAKS SETTEFISK AS,SALANGSVERKET 91,9350,SJØVEGAN,21-09-2016,,5522,SALANGEN,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,6000000.00,STK,36357,SALANGSVERKET,5522,SALANGEN,LAND,FERSKVANN/SALTVANN,6000000.00,STK,,68.908767,17.716950,,68.908767,17.71695
T SL 0007,916157509,SALAKS SETTEFISK AS,SALANGSVERKET 91,9350,SJØVEGAN,21-09-2016,,5522,SALANGEN,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,6000000.00,STK,36357,SALANGSVERKET,5522,SALANGEN,LAND,FERSKVANN/SALTVANN,6000000.00,STK,,68.908767,17.716950,,68.908767,17.71695
T T 0032,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,13-12-1989,,5501,TROMSØ,KOMMERSIELL,MATFISK,Torsk,102205,0.00,TN,325.00,TN,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0032,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,13-12-1989,,5501,TROMSØ,KOMMERSIELL,MATFISK,Kveite,231101,0.00,TN,325.00,TN,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0033,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,13-12-1989,,5501,TROMSØ,KOMMERSIELL,SETTEFISK,Laks,071101,200000.00,STK,200000.00,STK,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0033,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,13-12-1989,,5501,TROMSØ,KOMMERSIELL,SETTEFISK,Ørret,071301,0.00,STK,200000.00,STK,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0033,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,13-12-1989,,5501,TROMSØ,KOMMERSIELL,SETTEFISK,Regnbueørret,071401,0.00,STK,200000.00,STK,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0056,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,06-02-2009,,5501,TROMSØ,KOMMERSIELL,STAMFISK,Pukkellaks,073201,0.00,TN,10.00,TN,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0057,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,09-02-2009,,5501,TROMSØ,KOMMERSIELL,STAMFISK,Sei,103201,0.00,TN,10.00,TN,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
T T 0057,980900754,HAVBRUKSSTASJONEN I TROMSØ AS,SKARSFJORDVEGEN 860,9131,KÅRVIK,09-02-2009,,5501,TROMSØ,KOMMERSIELL,STAMFISK,Polartorsk,103501,0.00,TN,10.00,TN,10767,INDRE KÅRVIK LAND,5501,TROMSØ,LAND,FERSKVANN/SALTVANN,45.00,TN,,69.868083,18.931033,,69.868083,18.931033
