lat,lon,effort_kwh,haul_count
70.1,17.5,114659.0,3
61.35,-1.8,114656.66666666667,3
73.7,19.55,114654.16666666667,3
70.6,30.75,114634.25000000001,54
76.2,30.0,114620.8,2
61.4,-1.15,114607.83333333333,6
61.9,-0.5,114604.6,7
58.25,8.8,114566.75,12
71.8,28.5,114551.23333333334,4
72.8,16.3,114534.93333333332,3
72.5,23.95,114532.41666666666,7
58.4,9.1,114530.33333333333,10
74.4,16.7,114525.86666666667,5
65.05,8.35,114513.75,4
60.45,4.0,114512.66666666667,3
71.15,26.1,114488.78333333337,80
59.95,3.05,114484.66666666666,3
74.25,21.1,114437.73333333334,4
71.95,28.2,114422.93333333333,4
72.25,26.7,114418.90000000001,5
70.95,26.15,114392.73333333332,36
74.2,23.45,114389.33333333334,6
74.15,19.9,114388.83333333334,6
71.3,24.45,114382.8,2
71.1,29.25,114364.99999999999,10
71.35,25.0,114358.0,4
61.8,-0.05,114333.0,5
57.0,6.35,114313.13333333333,5
71.25,21.85,114309.33333333333,7
63.25,7.1,114271.00000000006,69
76.35,32.95,114266.83333333334,3
74.15,21.0,114233.33333333334,4
72.95,15.0,114219.16666666667,5
70.55,20.1,114197.01666666666,7
72.05,16.6,114192.76666666666,4
74.15,34.55,114188.46666666666,2
60.1,-3.05,114181.79999999999,7
72.0,28.9,114148.1,4
76.65,31.75,114140.0,2
63.7,2.55,114138.3,5
58.45,0.4,114132.5,2
68.05,10.35,114129.0,4
57.9,3.95,114111.25,3
67.9,10.6,114094.0,4
73.1,28.5,114090.4,4
59.8,2.1,114065.26666666666,8
72.55,15.9,114063.0,4
72.05,29.45,114051.6,3
71.4,27.35,114040.80000000002,4
69.9,30.6,114040.49999999999,19
71.35,24.6,114036.66666666666,4
74.2,21.05,113985.33333333333,4
61.35,-1.3,113959.18333333333,5
76.4,30.6,113937.4,2
68.45,12.3,113928.53333333334,5
64.9,8.55,113905.13333333333,9
64.05,0.95,113894.56666666668,11
74.85,18.65,113874.83333333334,3
76.2,30.25,113872.8,2
72.95,29.2,113838.06666666667,2
71.85,27.5,113835.43333333333,4
72.4,24.45,113833.16666666667,5
72.0,28.4,113830.7,4
75.5,18.4,113823.33333333333,6
67.45,10.7,113821.15,4
62.75,5.95,113814.2,17
72.45,30.05,113770.03333333333,2
60.85,3.35,113765.48333333334,2
73.25,33.95,113765.0,3
73.1,16.4,113757.83333333334,3
73.55,18.5,113734.73333333334,4
60.6,2.35,113732.71666666666,8
68.45,12.0,113697.53333333333,6
72.85,29.05,113685.75,6
73.1,32.5,113684.99999999999,4
59.5,2.05,113675.16666666667,12
75.15,15.55,113671.8,3
74.25,23.5,113656.26666666666,3
75.1,15.95,113650.83333333334,4
71.55,25.9,113637.0,4
72.25,16.95,113600.25,3
70.95,22.45,113590.71666666665,26
71.4,27.3,113578.56666666668,3
72.1,28.5,113552.26666666666,3
72.75,28.1,113538.63333333333,3
72.65,18.25,113532.0,4
76.0,31.75,113510.73333333334,2
70.9,25.55,113492.44999999997,55
72.8,16.05,113486.66666666667,4
71.2,33.1,113454.08333333334,7
73.65,18.85,113450.83333333333,3
62.15,0.15,113440.16666666667,3
65.25,10.05,113438.31666666667,9
59.3,3.15,113402.99999999999,7
69.95,30.65,113394.99999999999,25
58.35,5.35,113380.33333333333,8
72.35,28.8,113376.9,2
60.5,0.3,113365.00000000001,6
71.45,25.75,113334.83333333333,6
72.05,29.4,113329.90000000001,5
68.2,10.85,113322.08333333333,4
72.8,16.4,113299.51666666666,2
73.25,17.1,113293.33333333334,2
70.2,17.3,113283.5,5
73.25,34.4,113258.53333333334,2
69.5,16.75,113238.11666666667,91
75.0,24.3,113215.93333333333,2
61.1,2.2,113212.3,6
64.9,8.45,113212.20000000001,16
60.15,0.0,113181.35,9
73.45,16.95,113150.86666666667,4
75.95,30.05,113133.33333333333,3
71.6,26.2,113129.33333333334,4
70.75,19.55,113105.93333333333,4
71.8,28.35,113085.83333333333,3
73.9,15.9,113067.90000000001,3
75.9,29.4,113048.33333333333,3
72.15,27.0,113025.36666666665,6
58.3,0.5,113025.0,2
57.55,8.05,113005.83333333334,9
60.05,-4.9,112977.78333333333,8
63.2,6.45,112962.93333333332,14
68.4,11.35,112916.76666666666,5
62.5,5.55,112903.33333333333,19
73.35,17.65,112900.0,3
67.9,2.35,112875.0,2
62.1,-0.05,112860.0,4
70.6,31.0,112853.13333333333,28
61.45,1.95,112806.43333333332,9
71.35,16.95,112781.15000000002,5
70.05,17.9,112762.06666666665,8
70.95,29.4,112755.13333333333,13
75.55,32.0,112746.66666666669,3
74.55,30.6,112719.99999999999,4
71.35,27.7,112698.33333333334,4
71.85,31.55,112689.93333333333,2
73.95,17.45,112646.66666666666,4
74.85,34.35,112640.00000000001,1
74.1,19.95,112638.0,5
71.15,24.9,112613.86666666665,46
74.0,20.7,112603.33333333334,5
60.95,2.25,112601.36666666667,7
61.0,2.8,112599.88333333335,6
57.45,6.25,112594.83333333333,5
63.15,5.5,112594.23333333334,13
75.35,18.5,112544.75,6
76.3,18.2,112538.93333333332,3
72.95,29.8,112534.73333333334,2
74.3,20.9,112523.0,4
71.0,20.95,112510.0,5
68.3,11.75,112509.55,3
76.55,14.05,112498.0,4
73.95,16.1,112473.79999999999,3
61.25,-1.6,112462.66666666667,5
71.85,33.8,112447.0,6
73.55,17.55,112433.33333333333,2
60.9,1.9,112419.98333333334,9
71.9,28.4,112367.18333333333,4
75.6,17.95,112341.63333333333,5
70.7,17.45,112339.59999999999,4
57.75,8.75,112335.73333333332,12
72.35,30.75,112330.0,2
58.55,0.65,112327.83333333333,3
62.1,-0.5,112326.66666666666,3
70.75,20.25,112318.73333333334,3
76.15,32.3,112315.6,2
77.05,12.9,112314.33333333333,4
74.05,18.15,112311.16666666666,3
72.85,16.0,112308.13333333333,3
73.25,29.55,112307.0,3
61.5,-1.2,112285.61666666667,6
73.4,31.5,112284.8,3
73.0,17.25,112227.33333333334,3
70.5,17.75,112207.66666666667,5
72.15,28.45,112202.96666666667,2
77.2,29.0,112200.0,3
65.65,5.9,112198.75,2
76.0,33.0,112176.85,4
70.85,18.35,112165.0,7
67.1,8.4,112163.66666666666,4
71.6,16.35,112132.91666666667,5
74.05,16.6,112125.93333333333,5
73.1,32.55,112123.5,4
71.35,26.85,112110.0,6
59.85,4.0,112110.0,2
73.2,16.45,112108.20000000001,2
70.9,18.15,112103.33333333334,4
62.0,0.15,112088.75,8
73.85,19.05,112082.0,4
72.15,28.2,112076.88333333333,4
58.3,5.15,112049.25,10
60.15,-4.65,111999.5,4
62.85,4.5,111967.58333333333,5
58.3,5.45,111965.46666666667,9
61.9,0.05,111961.33333333333,7
71.5,25.95,111942.36666666667,3
61.7,-1.05,111934.6,7
72.75,17.55,111916.73333333332,3
74.4,16.65,111908.33333333334,4
73.7,17.75,111907.33333333334,5
57.3,4.35,111901.25,5
61.15,-4.7,111899.99999999999,1
59.1,3.7,111892.78333333334,3
61.85,0.05,111891.33333333334,4
74.5,20.65,111885.98333333334,8
76.5,31.0,111880.0,2
72.3,27.2,111824.23333333334,3
72.3,28.15,111807.20000000001,2
71.85,17.9,111751.5,2
68.7,12.8,111734.56666666665,6
71.1,23.55,111710.05000000002,11
72.5,24.85,111701.38333333333,6
60.4,0.7,111682.6,11
61.9,0.3,111666.66666666666,4
73.05,16.95,111661.66666666667,3
66.4,6.95,111637.81666666667,2
58.7,3.5,111633.33333333333,7
68.8,13.15,111627.75,10
76.15,18.85,111625.06666666668,4
71.15,20.95,111576.13333333333,7
71.1,23.3,111571.06666666665,32
73.6,18.55,111560.29999999999,3
74.2,34.3,111548.2,3
72.25,28.05,111535.41666666666,4
70.8,22.4,111525.66666666667,5
73.9,22.2,111517.0,2
64.55,7.6,111510.36666666667,2
67.45,11.2,111502.59999999999,6
60.6,2.8,111478.06666666667,8
73.95,17.25,111468.5,4
77.85,10.75,111447.08333333333,4
75.4,31.95,111411.2,2
58.65,0.6,111399.5,3
69.6,16.35,111391.09999999999,7
61.75,1.15,111385.53333333333,4
62.6,5.25,111374.90000000002,20
60.2,-0.5,111339.91666666666,3
76.4,31.35,111323.33333333331,3
73.9,19.4,111319.66666666666,5
75.95,30.35,111315.00000000001,3
75.9,32.45,111312.88333333333,3
57.75,6.65,111301.86666666667,9
60.15,2.5,111283.33333333333,10
70.75,17.35,111277.66666666664,5
75.95,29.6,111258.79999999999,2
73.9,18.5,111247.33333333333,4
67.35,11.7,111170.66666666667,25
60.35,3.5,111153.66666666666,8
67.3,11.4,111113.91666666669,16
74.4,33.35,111101.73333333334,2
71.4,24.55,111093.16666666666,3
58.7,5.3,111087.66666666667,12
71.95,30.85,111082.13333333333,4
76.15,31.4,111080.0,2
65.3,6.35,111079.56666666667,3
73.7,22.05,111078.93333333333,2
71.05,23.55,111062.66666666669,40
72.0,30.1,111059.0,6
60.25,2.55,111054.76666666666,5
72.95,16.9,111041.66666666666,4
64.65,4.55,111034.8,1
74.45,24.05,111033.0,4
74.0,18.15,111032.7,4
68.1,10.8,111027.58333333334,6
72.1,29.1,110997.53333333333,6
57.2,5.85,110980.79999999999,2
73.8,30.85,110949.3,3
74.05,17.55,110943.33333333334,4
74.9,19.5,110919.75,20
71.7,25.85,110901.36666666667,3
57.95,0.7,110866.0,2
72.3,21.05,110844.46666666666,2
71.45,32.65,110809.83333333333,4
71.95,32.95,110798.63333333333,17
75.85,31.25,110798.33333333333,3
74.8,20.05,110785.51666666665,19
71.55,26.75,110778.83333333333,4
72.35,25.5,110772.48333333334,3
76.1,32.55,110749.35,2
75.9,31.5,110741.4,3
74.0,16.95,110717.79999999999,3
70.25,22.55,110686.50000000001,23
57.5,3.8,110686.06666666667,3
72.2,31.5,110663.15,2
73.7,34.2,110660.0,2
58.55,0.05,110637.15,2
67.45,9.65,110621.43333333333,13
73.05,17.35,110621.06666666667,5
61.75,-0.8,110619.76666666666,7
58.55,0.25,110550.0,2
74.4,17.35,110547.59999999999,4
71.0,21.0,110533.33333333333,4
74.3,23.4,110533.18333333335,4
74.25,23.45,110523.33333333334,4
60.25,0.5,110523.26666666666,6
69.9,30.55,110510.83333333333,22
64.95,3.95,110498.4,2
74.0,33.55,110476.66666666666,2
74.75,17.75,110473.16666666667,3
73.8,22.4,110467.5,2
70.05,21.7,110452.34999999998,56
60.0,2.15,110452.15,7
71.05,20.75,110432.0,3
58.8,3.2,110426.86666666664,10
70.0,21.5,110424.73333333337,41
72.15,28.4,110402.40000000001,2
71.3,23.7,110396.66666666666,4
72.25,28.8,110363.98333333334,2
72.5,23.55,110354.66666666667,4
76.15,19.0,110321.46666666666,4
74.2,34.2,110319.46666666667,3
67.6,9.9,110316.0,4
71.2,28.65,110305.83333333334,8
67.45,10.3,110304.25,4
72.1,29.3,110295.63333333333,5
70.55,20.15,110295.13333333333,8
71.9,30.45,110281.56666666667,3
77.1,28.6,110280.8,4
74.15,20.75,110264.51666666666,8
58.4,10.45,110230.66666666666,10
73.65,17.4,110153.0,4
60.7,2.65,110129.56666666668,11
75.8,31.1,110105.0,3
75.25,31.55,110091.66666666667,3
75.65,32.35,110086.03333333333,3
75.7,29.7,110056.66666666667,3
75.95,24.45,110042.86666666667,4
71.15,25.95,110028.9,59
76.55,29.4,110014.7,3
74.55,16.55,110010.0,3
72.35,22.5,110007.53333333333,4
61.65,0.6,109981.35,3
73.1,18.15,109980.0,3
73.1,32.9,109971.66666666666,4
73.2,34.5,109969.59999999999,2
73.15,16.2,109962.8,4
77.55,11.5,109959.20000000001,2
62.85,5.15,109947.1,5
74.35,23.7,109908.66666666666,3
71.9,26.5,109900.1,5
67.3,9.25,109897.91666666667,4
72.5,15.8,109890.06666666665,4
60.75,1.15,109879.8,12
62.6,4.05,109877.66666666666,4
60.05,2.2,109875.65,8
73.4,31.85,109842.16666666666,4
67.5,9.5,109820.56666666667,8
74.9,25.25,109803.33333333333,2
72.85,29.2,109798.73333333334,2
70.6,18.0,109761.66666666666,5
68.2,12.1,109750.21666666667,5
77.15,11.7,109746.76666666666,3
73.75,18.6,109732.83333333334,3
63.1,6.3,109725.09999999999,19
70.95,25.5,109723.49999999994,72
67.6,9.6,109722.28333333333,11
75.05,15.65,109702.4,3
68.65,12.4,109687.26666666666,6
72.2,18.8,109668.43333333333,3
74.2,20.35,109636.66666666666,4
73.0,31.0,109620.0,2
72.45,15.0,109601.03333333333,4
74.3,17.5,109585.03333333333,4
70.55,21.8,109576.54999999999,16
72.4,14.95,109569.75,8
68.05,10.85,109568.56666666667,5
70.8,21.05,109568.5,5
73.65,19.1,109564.31666666667,4
68.8,12.65,109552.83333333334,11
57.85,4.05,109542.9,4
73.05,28.35,109530.0,3
70.1,20.25,109509.26666666668,21
72.95,31.25,109470.71666666667,5
72.8,27.45,109465.65,3
69.35,15.55,109456.03333333334,49
67.45,10.65,109455.81666666667,3
71.75,26.0,109453.26666666666,3
73.85,22.5,109446.06666666668,3
71.7,28.95,109440.0,12
71.1,23.9,109433.13333333336,55
74.75,20.1,109396.66666666666,10
73.1,15.65,109389.2,3
76.4,32.55,109270.5,2
75.9,33.15,109246.65,3
69.85,17.5,109242.5,20
60.85,-3.25,109242.0,2
58.6,0.45,109240.83333333333,2
74.3,34.45,109230.0,3
74.2,17.5,109204.35,5
76.5,31.65,109196.86666666667,3
73.1,31.0,109193.58333333333,3
75.45,18.9,109177.91666666667,6
74.3,20.75,109157.06666666667,6
57.9,7.5,109137.83333333333,15
64.8,8.4,109133.33333333333,6
58.4,3.65,109121.0,4
69.7,16.9,109105.01666666668,8
72.75,29.4,109098.45,3
67.55,11.55,109092.31666666667,14
76.85,29.25,109086.4,4
72.75,17.8,109070.93333333332,3
75.95,30.4,109045.26666666666,2
72.7,28.9,109042.1,5
76.25,31.55,109026.66666666666,2
62.9,4.65,109023.33333333334,4
58.2,6.5,108989.86666666667,13
59.25,1.75,108986.33333333333,4
57.45,5.85,108980.33333333333,10
71.85,17.6,108967.5,2
69.6,16.55,108952.79999999999,5
75.4,18.0,108944.98333333332,6
71.9,24.95,108937.1,5
76.85,29.3,108915.8,4
73.05,15.85,108896.13333333333,3
72.75,15.7,108881.66666666666,4
75.25,14.9,108869.33333333333,3
74.65,17.75,108861.66666666667,5
65.45,6.1,108771.93333333333,3
75.3,32.4,108758.33333333334,3
65.3,10.55,108742.83333333334,6
73.25,31.7,108739.0,3
74.95,19.25,108728.28333333335,9
73.1,32.65,108721.26666666666,5
62.65,3.5,108685.5,4
71.5,26.5,108683.33333333334,4
57.9,6.35,108676.66666666667,9
70.35,32.15,108666.66666666669,8
72.15,28.0,108662.26666666666,4
60.05,-4.95,108645.0,13
64.8,4.3,108621.0,1
59.4,1.8,108619.8,6
71.95,16.75,108618.75,4
60.8,2.4,108616.66666666667,7
74.7,20.55,108566.86666666667,5
58.2,6.3,108556.16666666667,16
73.9,18.45,108552.83333333333,4
76.05,17.85,108539.5,3
73.05,31.45,108533.5,4
74.3,22.5,108516.33333333334,4
57.5,9.6,108506.66666666667,9
74.3,24.55,108500.0,7
62.35,-4.25,108493.33333333333,4
73.05,17.3,108486.26666666666,4
71.5,26.95,108472.71666666666,5
73.85,33.9,108466.66666666667,3
74.1,16.4,108461.66666666666,3
73.85,18.65,108459.7,4
61.5,3.05,108446.61666666667,5
72.15,30.25,108438.0,3
72.4,27.3,108434.1,2
63.75,5.85,108432.78333333334,6
69.05,14.15,108400.05,6
74.15,21.35,108398.9,9
74.25,17.1,108390.5,6
62.0,3.25,108356.1,3
60.6,2.75,108348.5,8
72.1,29.9,108345.83333333333,5
60.95,3.3,108327.83333333334,3
72.6,16.15,108324.16666666666,4
71.85,16.55,108321.81666666667,5
61.3,1.65,108319.16666666667,6
60.3,3.6,108317.33333333334,6
57.95,6.25,108312.83333333334,9
78.05,10.15,108294.31666666668,2
59.5,2.35,108266.33333333334,6
59.0,1.75,108255.93333333335,5
65.95,9.7,108247.83333333333,3
72.15,15.85,108226.66666666667,3
73.55,17.7,108226.0,4
76.15,29.5,108221.66666666666,2
65.8,10.55,108209.66666666666,4
65.35,10.15,108201.21666666666,7
74.75,25.55,108198.0,3
72.25,27.25,108188.55,5
60.75,-3.1,108162.13333333333,5
72.5,23.9,108161.46666666667,5
74.55,17.2,108159.0,3
72.9,15.65,108149.66666666666,4
72.4,15.4,108131.36666666667,5
74.95,17.1,108127.06666666667,4
58.7,0.25,108117.45,2
70.5,19.75,108100.73333333334,9
72.85,29.0,108099.93333333333,6
60.25,-3.0,108088.66666666666,9
62.6,4.8,108085.43333333333,5
69.55,20.35,108081.66666666666,24
59.65,2.0,108050.96666666667,11
71.3,24.55,108050.83333333334,5
67.4,10.3,108035.66666666666,6
76.4,31.3,108025.93333333333,3
70.75,22.05,108019.78333333331,30
71.15,23.4,108006.23333333332,7
72.65,24.75,107981.33333333334,5
60.15,2.4,107968.01666666666,13
74.7,17.2,107959.20000000001,6
61.15,2.05,107937.33333333334,6
61.0,1.7,107918.33333333334,8
74.65,17.65,107902.41666666667,7
74.2,16.6,107890.5,4
58.8,3.05,107873.35,12
71.85,25.4,107873.21666666667,4
72.95,30.7,107846.31666666667,3
60.95,-2.4,107817.76666666668,5
57.35,7.4,107728.9,5
64.5,8.7,107724.46666666666,8
60.1,-4.75,107709.0,5
69.6,16.05,107645.11666666667,10
74.3,21.1,107625.6,5
70.5,20.0,107607.13333333333,5
74.45,23.5,107583.4,5
72.7,15.25,107572.06666666667,5
69.05,14.25,107560.13333333333,8
64.4,2.45,107553.90000000001,3
75.55,18.5,107522.0,5
70.15,21.05,107517.36666666665,26
62.25,2.9,107500.0,2
72.25,29.8,107471.46666666667,4
76.0,29.55,107467.2,2
74.5,24.1,107466.66666666666,5
61.65,-0.95,107463.66666666666,4
72.9,16.65,107449.6,3
62.25,1.0,107445.1,4
76.9,28.5,107438.4,3
58.7,9.95,107437.66666666667,14
72.45,29.2,107393.83333333334,2
61.8,-0.6,107387.36666666667,7
70.55,19.75,107376.43333333333,9
73.4,17.6,107363.33333333333,3
68.2,11.25,107360.88333333333,5
74.05,19.5,107350.33333333333,3
58.35,3.05,107326.05,9
61.1,-2.35,107306.16666666667,2
57.55,5.5,107305.36666666667,11
74.15,20.45,107303.0,4
58.65,-1.2,107299.81666666667,4
71.2,28.85,107253.99999999999,6
74.05,33.65,107240.0,4
76.65,28.95,107236.0,3
60.1,3.0,107218.75,3
68.1,11.0,107190.33333333333,5
75.45,30.7,107190.1,2
74.4,23.6,107180.0,3
75.9,29.65,107173.33333333334,3
75.6,17.75,107150.33333333334,4
74.7,17.15,107139.98333333334,6
72.45,28.9,107137.93333333333,2
61.15,2.55,107133.61666666667,8
72.95,27.25,107121.69999999998,3
59.65,-3.5,107115.5,8
72.45,25.55,107072.53333333333,2
77.0,13.35,107057.43333333333,5
72.1,27.55,107054.36666666667,3
74.3,24.05,107044.0,3
73.9,17.55,107030.8,4
73.3,14.8,107028.4,4
71.85,34.0,107018.0,4
73.0,30.7,107009.83333333334,3
61.9,0.7,107000.66666666667,4
74.1,20.7,106991.41666666667,5
73.75,33.8,106990.0,2
74.7,17.45,106988.33333333334,6
75.4,29.4,106967.70000000001,2
59.7,2.25,106957.56666666667,4
69.8,17.75,106948.03333333333,15
71.8,17.5,106923.0,2
72.0,28.65,106914.16666666667,4
74.3,21.55,106913.13333333332,7
72.25,29.05,106902.66666666666,3
61.65,-0.6,106887.2,3
67.3,10.75,106858.31666666667,6
67.75,13.25,106845.16666666666,4
60.95,2.15,106826.98333333334,10
72.1,16.6,106811.75,5
72.1,16.8,106795.16666666667,4
74.85,18.55,106793.93333333333,2
75.2,15.7,106788.78333333333,3
72.3,28.1,106770.01666666666,2
74.45,23.8,106759.66666666667,4
72.25,28.5,106750.23333333332,2
75.5,32.95,106745.5,2
69.85,16.6,106741.3,9
74.5,22.25,106732.5,6
74.45,34.5,106720.0,4
67.35,9.0,106712.25,5
59.85,2.8,106700.03333333333,6
61.7,0.5,106663.96666666667,2
73.15,30.3,106662.0,2
57.85,9.4,106638.66666666667,3
61.7,-1.3,106624.83333333334,4
68.4,11.55,106579.08333333334,5
73.95,20.6,106578.41666666667,4
63.4,5.75,106576.09999999999,7
73.2,34.15,106570.0,3
71.8,29.4,106567.6,3
73.9,16.2,106548.33333333334,3
76.05,21.15,106538.93333333333,3
73.85,22.0,106511.13333333333,2
74.35,17.25,106502.83333333334,4
61.4,3.0,106500.0,3
58.3,3.6,106487.28333333333,7
67.25,9.9,106485.58333333333,11
70.05,31.1,106484.83333333333,20
73.45,17.35,106451.0,3
75.85,30.3,106440.0,2
76.0,32.2,106393.33333333333,2
61.8,1.3,106393.0,5
60.15,-0.05,106392.24999999999,9
67.4,11.55,106391.48333333334,29
58.35,6.05,106372.6,9
73.8,29.5,106345.0,3
70.9,19.95,106344.73333333334,4
74.0,22.1,106342.29999999999,3
61.6,-0.65,106328.33333333334,3
58.6,0.35,106319.3,3
58.15,5.05,106314.25,11
62.6,3.5,106312.63333333333,7
66.5,8.6,106307.33333333333,3
59.95,2.55,106252.66666666666,16
70.55,20.8,106236.6,10
71.15,21.05,106219.66666666669,4
76.75,28.8,106196.66666666666,3
60.25,-3.15,106193.84999999999,6
75.0,29.85,106185.0,3
74.3,23.55,106174.00000000001,3
72.65,17.05,106174.0,5
75.7,18.75,106163.6,3
59.1,3.0,106157.16666666666,8
72.65,27.0,106154.16666666667,3
76.8,13.25,106148.33333333334,4
72.5,30.5,106141.53333333334,2
72.0,33.0,106131.38333333332,25
72.95,29.65,106125.71666666666,3
61.7,-0.7,106122.5,6
68.5,12.2,106095.23333333334,9
72.65,16.1,106087.83333333334,3
59.7,2.3,106082.25,8
71.25,20.9,106076.13333333333,5
64.95,8.4,106073.81666666667,5
72.9,15.85,106073.66666666667,3
71.9,23.15,106063.33333333334,2
75.6,20.45,106059.0,3
76.35,34.0,106058.33333333333,3
62.15,1.6,106052.34999999999,1
73.9,20.9,106043.61666666667,5
73.15,30.0,106039.5,5
74.1,16.35,106026.66666666666,3
68.2,10.95,106013.33333333334,4
71.5,26.8,106012.0,3
71.75,28.5,105993.20000000001,4
59.75,2.05,105978.2,14
74.65,16.6,105965.46666666667,3
76.4,29.65,105963.33333333334,2
61.5,1.9,105962.5,7
73.2,18.6,105933.33333333334,3
73.3,29.7,105931.20000000001,2
72.2,16.05,105927.30000000002,7
73.1,32.7,105916.66666666667,5
74.5,24.15,105913.33333333333,4
62.8,5.75,105904.13333333335,34
70.7,20.55,105895.83333333333,7
74.85,19.5,105864.74999999999,15
71.25,20.65,105853.2,5
63.6,0.25,105850.0,1
72.3,16.1,105844.56666666667,8
73.95,16.55,105830.0,3
72.15,25.75,105824.56666666668,4
58.35,0.5,105820.0,2
71.15,27.45,105814.70000000003,45
72.4,16.55,105805.0,4
60.85,2.95,105791.51666666666,10
72.4,27.7,105777.25,2
72.25,28.7,105759.93333333333,2
72.7,27.1,105751.88333333333,3
71.0,21.55,105748.65,8
71.15,23.55,105727.79999999999,10
71.25,20.95,105721.4,4
73.2,32.25,105715.0,3
74.85,19.3,105705.76666666666,14
70.65,29.8,105704.78333333331,41
61.75,-0.45,105685.0,5
73.0,15.25,105677.35,6
73.1,29.7,105676.59999999999,3
57.65,5.6,105671.46666666666,7
76.35,32.25,105666.66666666667,2
60.25,2.6,105660.06666666667,7
72.1,31.1,105652.03333333334,4
75.5,17.55,105636.0,3
61.75,0.4,105620.0,3
72.85,16.15,105617.66666666666,5
74.1,22.6,105611.21666666666,2
62.3,2.95,105605.0,3
60.05,-4.8,105597.0,7
71.85,31.25,105581.66666666667,2
58.6,5.55,105566.00000000001,24
67.3,9.9,105564.33333333334,11
69.05,13.95,105553.65000000002,7
66.4,6.8,105526.66666666667,4
72.05,29.3,105517.70000000001,4
72.4,26.4,105507.78333333334,4
61.5,-1.5,105502.0,3
70.55,19.7,105479.58333333334,8
59.3,1.75,105475.93333333333,4
73.65,31.6,105471.26666666666,2
70.7,30.6,105457.28333333333,22
72.65,18.0,105452.6,3
72.25,23.25,105444.83333333333,4
76.35,29.75,105428.83333333333,2
72.55,16.75,105411.19999999998,4
74.75,16.25,105402.33333333333,5
72.55,26.0,105379.86666666667,3
75.9,32.85,105375.23333333334,2
56.8,4.15,105352.43333333335,3
65.95,6.15,105333.8,2
72.05,24.6,105300.96666666666,4
69.65,16.45,105279.43333333333,7
61.75,-1.05,105259.33333333333,5
59.85,2.1,105259.0,7
59.05,2.8,105253.4,17
73.25,23.4,105244.96666666667,11
58.85,10.15,105228.66666666667,11
67.35,11.85,105228.40000000002,40
74.55,16.5,105212.21666666667,4
63.7,1.0,105187.73333333334,3
73.45,30.0,105184.53333333333,2
61.95,-0.75,105159.33333333331,6
71.6,26.15,105159.33333333331,3
73.15,32.45,105115.03333333333,5
71.2,18.7,105093.33333333334,4
70.3,18.2,105091.18333333335,12
57.3,4.4,105076.51666666666,8
61.95,0.55,105074.79999999999,4
67.4,9.2,105031.48333333334,6
74.05,20.3,105015.33333333334,5
61.3,2.3,104995.83333333333,5
65.25,6.3,104988.5,3
65.05,8.5,104967.23333333334,4
73.85,20.45,104944.26666666668,4
76.45,32.75,104933.33333333334,2
75.1,15.65,104921.2,4
71.45,24.35,104909.66666666666,3
70.4,21.0,104894.0,12
73.95,22.6,104891.53333333333,3
67.35,10.65,104880.06666666668,4
61.6,-0.7,104871.00000000001,5
76.35,14.9,104841.79999999999,3
72.8,29.55,104832.71666666667,4
63.7,0.8,104827.5,2
76.15,31.6,104826.66666666666,2
60.7,2.8,104813.16666666667,9
72.65,33.4,104800.0,2
75.6,32.6,104783.6,3
74.1,33.9,104783.43333333333,2
57.75,6.75,104767.48333333334,9
65.35,10.4,104767.48333333334,4
77.65,11.1,104761.28333333333,3
71.95,33.25,104752.55,12
64.65,2.85,104750.0,1
62.95,5.6,104727.43333333333,11
71.45,30.35,104715.33333333333,5
76.2,30.3,104709.33333333334,2
74.55,24.25,104708.31666666667,3
61.9,-0.15,104704.5,5
56.7,3.55,104701.66666666666,4
72.15,29.3,104699.66666666666,4
72.15,24.55,104698.5,3
71.35,23.9,104696.66666666667,3
76.2,31.8,104694.33333333333,2
71.9,15.85,104693.33333333334,7
73.8,18.9,104652.66666666666,5
70.3,21.0,104593.73333333334,12
58.9,9.85,104578.66666666667,12
61.35,2.15,104572.96666666667,5
74.35,17.05,104570.33333333334,4
70.6,20.7,104530.35,14
72.2,26.3,104515.45,5
74.45,30.3,104498.66666666666,4
60.1,2.4,104461.41666666666,10
68.15,13.1,104441.10000000002,57
70.6,20.35,104423.26666666668,16
74.25,20.95,104388.53333333333,4
73.75,19.45,104387.93333333333,3
71.0,26.25,104381.49999999999,72
76.4,31.7,104369.53333333333,2
67.45,11.7,104360.85000000002,25
70.05,18.1,104354.69999999998,50
72.1,26.9,104349.93333333333,4
60.85,2.9,104349.36666666667,13
71.7,24.95,104346.66666666666,3
58.7,-0.05,104338.4,3
71.55,25.85,104336.83333333334,3
74.1,19.15,104332.68333333333,4
72.65,28.45,104329.40000000001,2
74.45,33.9,104325.0,3
74.1,34.0,104324.99999999999,2
74.35,17.55,104318.00000000001,7
73.85,21.65,104292.5,2
74.35,33.3,104272.46666666667,2
70.45,21.5,104270.85,22
76.0,31.15,104246.66666666667,2
71.9,28.65,104237.0,3
74.5,34.75,104226.66666666666,2
76.0,32.1,104187.53333333334,2
75.35,17.75,104183.6,6
69.6,16.4,104179.7,16
75.95,29.35,104171.59999999999,3
74.1,17.3,104165.0,4
72.45,28.75,104156.5,3
70.65,17.95,104137.8,3
59.4,2.85,104127.4,21
76.15,18.8,104102.95000000001,3
70.45,20.7,104097.18333333333,58
74.85,18.75,104093.76666666666,5
62.9,5.6,104091.91666666667,21
76.1,32.3,104091.66666666667,2
60.5,1.1,104070.0,4
