lat,lon,effort_kwh,haul_count
66.5,6.65,4884.0,2
61.15,4.8,4883.566666666667,3
60.25,3.95,4883.333333333334,1
64.4,0.85,4880.0,1
65.5,2.9,4879.55,1
70.0,15.95,4875.0,1
62.55,2.05,4875.0,1
61.85,3.05,4875.0,1
74.75,34.55,4873.333333333334,2
66.95,11.25,4872.0,1
72.25,17.0,4869.583333333333,1
69.75,16.2,4868.8,1
65.4,8.85,4866.666666666666,1
58.15,10.55,4866.666666666666,1
69.7,0.4,4866.666666666666,1
66.3,-4.05,4866.666666666666,1
64.95,10.1,4865.0,1
71.4,28.3,4865.0,1
70.25,30.55,4865.0,1
70.2,16.85,4864.5,2
70.95,24.3,4863.6,5
61.95,5.0,4861.633333333333,6
59.0,-0.05,4860.0,1
64.5,6.8,4858.333333333333,1
74.65,22.3,4856.833333333333,1
63.0,1.2,4856.666666666667,1
60.15,-2.8,4856.016666666666,2
60.0,1.85,4853.333333333333,1
67.05,13.95,4852.916666666666,4
70.05,18.2,4850.966666666667,1
67.45,9.9,4850.3,1
67.75,11.9,4850.25,1
63.6,5.75,4849.433333333333,1
70.9,23.05,4846.666666666667,3
75.9,20.85,4846.166666666666,2
60.35,-2.85,4845.15,3
63.35,4.45,4841.666666666667,1
69.25,16.15,4840.666666666667,4
60.1,1.2,4840.0,1
60.15,0.45,4840.0,2
70.85,23.45,4839.666666666667,8
76.4,24.8,4838.049999999999,1
64.25,1.65,4834.8,1
70.1,16.55,4830.200000000001,2
69.75,17.2,4829.533333333333,1
69.75,15.8,4828.0,1
67.5,10.05,4827.6,1
59.4,0.35,4827.6,1
71.6,15.75,4827.599999999999,1
59.45,-0.55,4827.599999999999,1
62.9,1.9,4827.0,1
68.15,11.35,4826.25,1
61.75,5.05,4825.633333333333,1
58.75,9.35,4824.0,5
70.8,29.35,4823.666666666667,4
59.0,10.95,4822.5,2
76.55,28.25,4819.5,1
58.1,10.3,4818.333333333334,1
63.6,0.0,4814.4,1
71.6,32.9,4813.333333333333,1
63.25,1.25,4810.333333333334,2
76.2,18.7,4810.0,1
63.9,1.6,4808.266666666666,1
64.3,8.7,4805.333333333333,1
66.6,10.75,4804.333333333333,1
65.95,12.45,4802.5,5
72.15,31.3,4802.5,1
59.9,0.6,4802.2,3
73.75,7.1,4800.0,1
61.55,-4.0,4800.0,1
70.8,21.75,4800.0,1
70.05,20.6,4800.0,1
70.4,18.75,4800.0,1
58.5,3.5,4798.666666666666,1
74.95,20.05,4797.333333333333,1
76.55,23.85,4797.333333333333,1
67.4,8.95,4791.183333333333,1
63.8,1.3,4790.533333333333,2
69.75,20.4,4790.0,1
70.15,31.55,4788.2,1
71.35,32.1,4788.0,1
63.4,7.2,4787.2,1
64.4,2.15,4783.416666666666,1
63.45,1.8,4783.416666666666,1
58.75,-0.75,4781.333333333333,1
58.35,-1.0,4781.333333333333,1
70.9,22.0,4781.333333333333,1
60.05,-3.0,4781.116666666667,1
69.15,17.7,4778.333333333334,3
76.45,34.1,4777.5,1
76.55,33.9,4777.5,1
59.2,2.4,4774.166666666666,1
58.1,6.75,4774.166666666666,1
70.9,32.6,4770.0,1
56.75,3.7,4770.0,1
58.75,0.2,4768.633333333333,1
60.0,-2.45,4768.633333333333,1
67.0,3.95,4768.2,2
61.95,1.65,4768.166666666667,1
64.3,1.15,4768.166666666667,1
57.85,9.15,4766.666666666667,1
69.35,11.85,4766.666666666667,1
57.95,9.45,4761.9,1
70.95,27.1,4760.5,5
63.25,6.85,4760.0,1
70.35,21.55,4760.0,1
70.75,22.45,4754.333333333333,7
75.25,16.0,4750.333333333333,2
59.7,1.4,4750.0,1
65.85,11.6,4750.0,1
58.45,-0.8,4750.0,2
69.55,20.3,4750.0,1
58.15,3.9,4750.0,1
68.05,11.6,4750.0,1
64.0,2.8,4748.333333333334,1
62.85,1.4,4748.333333333334,1
64.4,0.5,4748.166666666667,3
65.1,11.1,4745.0,2
60.3,-4.6,4733.333333333333,1
70.0,23.25,4730.0,1
68.45,14.15,4729.066666666667,3
74.45,21.4,4728.0,2
60.6,0.9,4727.35,2
63.25,1.15,4726.450000000001,2
58.5,10.2,4725.0,1
63.3,0.6,4725.0,1
59.05,-0.1,4725.0,2
59.15,0.5,4725.0,2
57.65,9.5,4724.166666666667,2
59.8,5.35,4720.0,4
68.9,14.5,4720.0,1
60.9,-1.65,4718.7,1
75.3,19.3,4715.1,1
69.95,21.0,4715.05,6
62.95,-2.1,4714.666666666667,1
75.1,26.1,4714.666666666666,1
69.55,18.85,4710.0,1
70.9,30.2,4708.333333333333,1
70.25,32.05,4708.333333333333,1
70.2,31.45,4707.5,2
61.9,5.95,4706.0,8
59.0,2.05,4705.0,1
75.55,29.45,4700.0,1
70.55,16.35,4700.0,1
71.4,15.5,4700.0,1
75.55,19.25,4700.0,1
70.35,31.5,4697.0,2
65.2,3.1,4697.0,1
71.05,18.55,4693.733333333334,1
57.9,9.7,4692.0,1
64.5,1.45,4692.0,1
71.2,32.0,4690.0,1
75.15,21.7,4684.349999999999,1
68.7,17.15,4684.166666666667,1
71.6,26.95,4683.333333333334,1
58.45,3.65,4682.083333333334,1
71.05,18.45,4681.25,1
71.25,26.9,4680.599999999999,1
75.1,32.7,4680.0,1
71.0,24.5,4680.0,2
60.4,5.05,4680.0,3
64.6,1.25,4680.0,1
68.15,9.0,4679.5,1
70.0,19.95,4677.733333333334,2
70.45,22.1,4675.833333333334,7
65.7,9.8,4675.0,1
66.9,-1.4,4675.0,1
65.95,2.7,4675.0,1
71.05,22.0,4675.0,1
69.4,15.05,4674.766666666666,2
63.25,1.1,4672.666666666667,1
57.95,4.4,4667.916666666666,1
60.85,4.25,4666.666666666667,1
72.7,9.3,4666.666666666667,1
72.85,5.45,4666.666666666667,1
61.35,3.25,4666.666666666667,1
71.6,6.05,4666.666666666667,1
73.3,9.35,4666.666666666667,1
74.6,18.2,4666.666666666667,1
70.4,3.05,4666.666666666667,1
72.85,18.45,4666.5,1
67.3,12.45,4664.4,1
68.2,15.05,4663.166666666667,3
67.65,12.85,4663.133333333334,2
66.85,11.8,4661.25,1
66.9,11.25,4661.25,1
65.15,6.75,4661.25,1
58.0,4.1,4660.833333333333,1
64.5,9.85,4660.0,2
70.8,16.9,4657.5,1
70.55,16.45,4655.833333333333,1
59.15,-1.25,4655.0,1
71.45,28.05,4655.0,1
70.35,18.15,4654.5,1
63.4,2.6,4651.2,1
67.3,2.4,4650.0,1
75.05,17.0,4647.5,2
70.0,21.4,4647.483333333334,3
62.85,3.5,4646.666666666667,1
70.65,21.35,4640.0,1
66.25,11.15,4638.666666666667,1
75.05,21.95,4638.6,2
57.85,6.8,4634.666666666667,1
61.05,-2.0,4632.5,1
71.4,31.55,4630.0,1
65.75,2.05,4629.316666666667,1
63.95,2.55,4629.316666666667,1
63.75,0.05,4629.316666666667,1
71.05,30.35,4628.700000000001,1
65.1,10.35,4626.866666666667,2
61.45,2.25,4626.583333333333,1
66.45,0.85,4626.45,1
68.9,14.6,4625.833333333333,1
62.75,3.1,4625.833333333333,1
71.05,31.0,4625.0,1
60.3,-0.35,4625.0,3
64.75,3.9,4625.0,1
57.8,1.1,4625.0,1
64.8,2.0,4625.0,1
62.6,2.15,4624.0,1
70.5,15.95,4623.333333333334,1
65.4,3.4,4620.0,1
64.65,0.1,4618.333333333334,1
71.55,23.9,4618.333333333334,1
68.6,14.6,4616.666666666667,2
59.0,-1.3,4616.666666666666,1
69.1,16.45,4615.333333333333,1
71.25,24.3,4614.766666666666,1
71.45,22.65,4614.166666666667,1
63.8,3.3,4612.766666666666,1
68.85,14.5,4611.25,7
63.75,0.5,4608.333333333333,1
76.3,24.9,4606.666666666666,2
71.05,18.3,4606.35,1
71.1,30.6,4604.333333333334,1
74.55,20.9,4600.466666666667,2
68.95,14.45,4600.0,1
70.25,30.75,4600.0,4
59.35,-0.55,4600.0,1
75.45,15.65,4600.0,1
63.85,-0.2,4600.0,1
62.6,-0.8,4600.0,1
70.2,31.15,4598.0,1
70.7,21.55,4595.400000000001,2
71.65,17.4,4592.5,1
71.6,21.1,4590.833333333334,1
60.35,-2.9,4590.333333333334,1
75.55,26.25,4590.0,1
75.95,18.4,4590.0,1
65.55,2.5,4590.0,1
62.85,2.05,4590.0,1
71.1,28.0,4586.666666666666,2
67.75,2.45,4583.333333333334,1
71.55,28.4,4583.333333333333,1
75.95,22.05,4583.166666666667,1
70.0,15.6,4583.166666666667,1
68.0,13.4,4582.083333333334,7
64.45,5.7,4579.166666666667,1
72.1,32.35,4575.166666666667,1
68.45,14.7,4575.166666666666,2
66.05,12.75,4575.0,4
76.45,34.05,4575.0,1
63.1,7.6,4571.666666666667,4
58.65,-0.2,4566.666666666666,2
71.65,15.6,4564.35,1
65.5,1.75,4563.333333333334,1
68.05,14.7,4562.5,1
63.95,0.45,4562.5,1
74.85,20.5,4561.0,2
75.75,21.9,4560.0,1
65.4,2.35,4560.0,1
59.0,-1.05,4559.4,1
71.1,26.75,4556.483333333334,2
70.95,24.55,4555.833333333333,1
59.4,-1.05,4554.666666666667,1
71.05,28.3,4552.65,2
68.55,14.4,4550.0,2
69.45,14.45,4550.0,1
71.55,26.65,4548.5,2
59.2,1.7,4546.666666666667,1
68.85,14.65,4546.666666666667,1
60.0,-3.5,4543.933333333333,1
76.4,25.5,4543.5,2
73.05,16.6,4543.333333333333,1
65.95,10.85,4542.4,1
70.35,15.9,4542.4,1
59.05,-0.95,4541.666666666667,1
58.55,3.1,4540.416666666667,1
71.15,32.3,4540.0,2
63.65,0.25,4538.7,2
69.8,19.55,4537.7,2
74.5,19.6,4537.55,1
66.25,11.45,4537.5,1
74.55,25.5,4537.5,1
70.8,22.55,4536.333333333334,6
62.6,2.65,4533.333333333333,1
66.7,10.8,4533.333333333333,1
71.3,18.6,4533.333333333333,1
74.2,7.65,4533.333333333333,1
65.15,3.2,4533.333333333333,1
61.4,-2.5,4533.333333333333,1
69.85,21.8,4530.0,1
58.5,2.5,4528.8,1
68.8,14.15,4526.666666666667,1
75.05,22.1,4525.0,1
69.9,16.45,4516.666666666667,2
61.0,1.05,4512.0,3
70.8,16.15,4511.066666666667,2
71.55,28.95,4510.0,1
61.9,4.25,4509.666666666667,1
67.1,13.55,4509.166666666666,1
64.85,3.0,4507.966666666666,2
58.85,0.55,4506.666666666667,1
70.85,23.95,4506.666666666667,2
76.35,32.9,4506.666666666667,1
58.05,10.6,4504.5,1
63.4,8.25,4504.5,1
58.9,-1.15,4504.2,1
58.8,-1.0,4504.2,1
57.2,4.2,4501.666666666666,1
65.35,2.25,4500.0,1
64.1,0.65,4500.0,1
71.3,25.75,4500.0,1
74.8,20.7,4497.5,1
77.15,23.05,4496.666666666667,2
71.05,27.0,4493.666666666667,2
62.3,4.1,4493.3,1
63.7,-0.25,4492.35,1
67.6,1.25,4491.666666666667,1
57.3,4.65,4491.666666666667,1
69.85,19.9,4491.666666666666,1
71.25,26.7,4490.0,1
57.55,6.05,4490.0,4
64.45,0.3,4488.0,1
75.1,19.0,4488.0,1
62.95,1.2,4487.0,2
69.9,18.65,4486.533333333333,9
76.05,22.2,4485.0,1
70.85,29.75,4484.25,5
59.85,0.85,4482.083333333333,3
72.1,22.0,4482.083333333333,1
76.45,23.55,4481.75,1
76.1,21.75,4480.0,1
74.55,22.1,4480.0,1
65.1,2.45,4480.0,1
64.1,2.45,4474.133333333333,2
71.05,28.25,4473.333333333333,2
57.55,8.8,4471.5,1
65.15,2.3,4470.833333333333,1
59.2,2.6,4470.0,3
67.6,12.95,4467.083333333333,2
59.55,0.4,4466.666666666667,1
71.35,22.7,4466.666666666667,1
71.35,22.95,4466.666666666667,1
73.3,5.9,4466.666666666667,1
68.75,9.9,4466.666666666667,1
70.65,12.95,4466.666666666667,1
71.55,26.95,4465.0,2
65.1,15.1,4463.333333333333,1
67.15,8.15,4460.0,1
71.8,28.4,4458.666666666667,3
73.05,27.6,4458.666666666666,1
77.1,30.45,4458.333333333334,2
59.3,4.6,4455.333333333333,1
72.7,33.15,4452.0,1
76.0,20.3,4450.0,1
58.4,1.1,4449.083333333334,1
75.0,31.7,4446.666666666667,1
71.75,32.15,4446.0,1
63.3,7.3,4443.333333333333,2
65.1,5.65,4442.666666666667,2
59.9,0.8,4440.0,1
69.4,15.1,4434.833333333334,2
70.4,19.45,4427.95,2
69.75,15.35,4425.3,1
59.65,0.75,4423.733333333334,2
63.5,0.05,4423.1,1
58.55,10.3,4422.25,1
60.1,1.0,4420.0,1
56.6,3.8,4420.0,1
69.85,15.55,4420.0,1
65.4,2.2,4420.0,1
64.15,1.8,4420.0,1
70.55,31.5,4418.7,2
59.25,5.15,4417.5,19
74.8,34.2,4417.5,1
71.85,25.9,4416.883333333333,1
58.4,-0.9,4412.333333333334,1
74.65,20.85,4411.833333333333,2
58.4,2.35,4406.4,1
65.7,9.35,4405.833333333334,1
61.05,-0.95,4405.5,1
57.8,7.1,4405.5,1
74.5,34.85,4405.333333333333,1
75.2,16.1,4400.0,1
68.2,11.7,4400.0,1
66.2,6.05,4400.0,2
59.15,2.55,4400.0,1
66.95,6.2,4400.0,1
64.5,9.65,4400.0,1
66.7,10.55,4400.0,1
58.2,-0.05,4400.0,1
61.2,-3.0,4400.0,1
65.5,9.85,4400.0,1
71.6,9.2,4400.0,1
72.35,14.25,4400.0,1
62.95,2.6,4400.0,1
70.85,26.05,4400.0,1
71.95,14.4,4400.0,1
70.55,6.3,4400.0,1
61.7,4.8,4398.833333333333,8
72.65,14.75,4398.333333333333,1
75.5,16.85,4396.383333333333,1
68.55,13.9,4388.5,2
76.35,25.3,4387.299999999999,1
77.85,29.2,4386.0,1
60.9,4.7,4383.25,3
60.55,-2.15,4381.65,2
71.4,19.85,4381.65,1
68.85,12.95,4380.0,1
58.3,2.75,4380.0,1
70.55,17.1,4379.55,1
73.65,19.8,4379.2,1
62.5,-4.95,4377.916666666666,1
74.85,34.95,4377.5,1
64.75,10.65,4376.666666666667,5
68.0,1.85,4376.666666666667,1
62.35,4.55,4375.0,1
69.35,13.65,4372.75,2
63.4,3.05,4370.6,2
62.4,5.7,4370.5,4
70.15,18.25,4369.0,1
70.7,22.3,4368.1,7
68.3,10.75,4363.333333333333,2
70.95,24.7,4363.333333333333,1
76.5,33.35,4360.5,1
60.35,15.7,4360.0,1
60.4,1.8,4357.5,2
60.8,3.4,4356.683333333333,1
70.85,26.25,4354.166666666667,1
70.4,31.6,4353.333333333333,1
71.85,16.7,4352.916666666666,1
61.55,3.2,4352.833333333333,1
64.65,2.5,4350.666666666666,2
59.45,-0.4,4350.166666666666,2
77.35,11.7,4350.0,2
75.9,29.3,4350.0,1
60.1,4.3,4350.0,1
76.45,33.85,4348.75,1
63.1,7.65,4347.566666666667,3
58.55,2.2,4346.666666666666,1
63.25,6.8,4345.933333333333,1
64.1,0.3,4345.0,1
71.9,15.5,4344.3,1
72.45,22.9,4344.166666666666,2
74.0,19.25,4344.0,1
61.7,0.65,4340.0,1
61.5,1.4,4339.5,2
70.05,30.35,4335.0,1
77.3,12.8,4333.333333333333,1
70.8,5.4,4333.333333333333,1
60.25,1.85,4329.333333333333,1
67.1,11.7,4328.25,1
67.8,12.65,4326.166666666667,3
74.95,21.2,4326.166666666667,1
61.0,2.15,4321.95,2
72.25,16.1,4320.833333333334,2
74.45,20.75,4320.0,1
63.1,1.1,4320.0,1
71.3,24.2,4320.0,1
71.0,28.85,4318.066666666667,2
63.65,3.2,4316.666666666667,1
64.95,3.9,4315.950000000001,1
60.05,-0.5,4315.75,3
64.85,2.55,4311.666666666666,2
57.55,8.75,4311.666666666666,3
61.3,2.8,4308.416666666667,1
64.3,6.15,4306.666666666666,1
70.2,16.2,4305.299999999999,2
64.15,1.9,4303.833333333333,3
71.25,25.2,4300.400000000001,1
75.45,20.45,4300.0,1
60.2,-3.4,4299.783333333333,2
65.9,10.6,4295.666666666667,1
68.85,14.55,4294.416666666667,4
69.95,17.7,4291.666666666666,8
70.35,16.0,4291.466666666666,2
69.3,13.65,4290.65,1
58.75,2.45,4290.0,1
69.95,19.85,4290.0,1
57.6,3.0,4290.0,1
62.45,3.55,4290.0,2
63.6,4.05,4290.0,1
59.55,1.25,4290.0,1
75.05,21.6,4286.333333333334,1
59.95,-0.45,4284.283333333333,4
65.7,1.95,4284.0,1
59.05,-0.05,4284.0,1
62.75,2.15,4283.333333333334,1
76.55,15.3,4283.333333333334,1
70.05,16.55,4280.833333333333,1
58.8,3.9,4280.0,1
63.5,1.2,4279.116666666667,2
57.5,4.8,4278.333333333333,1
61.45,4.25,4273.666666666667,2
67.6,10.05,4270.0,1
71.45,19.5,4269.333333333334,2
64.45,10.2,4267.783333333333,2
66.0,0.0,4266.666666666667,1
72.65,32.9,4266.666666666667,1
70.05,16.85,4266.666666666667,1
69.85,6.2,4266.666666666667,1
74.15,11.3,4266.666666666667,1
64.0,2.7,4266.666666666667,1
69.6,-4.05,4266.666666666667,1
74.9,34.3,4266.666666666666,1
66.5,11.6,4263.083333333333,3
71.3,27.65,4261.333333333333,1
60.45,4.2,4261.333333333333,1
60.05,0.75,4260.0,1
66.55,6.8,4259.166666666667,1
59.8,0.6,4259.05,1
71.7,30.4,4256.0,3
62.6,5.9,4256.0,1
68.95,14.65,4255.333333333333,4
64.0,3.4,4253.966666666666,1
66.4,6.5,4252.0,2
70.05,20.05,4252.0,5
63.8,1.25,4250.0,1
67.65,1.35,4250.0,1
71.95,28.35,4250.0,1
63.85,0.45,4250.0,1
59.6,-0.55,4250.0,1
71.3,17.85,4243.416666666667,2
67.6,12.4,4242.916666666666,1
75.95,19.4,4240.0,1
61.55,2.3,4238.0,1
66.95,3.4,4235.0,1
73.0,15.45,4235.0,1
70.2,16.55,4235.0,1
60.85,-2.95,4235.0,2
66.05,3.05,4234.5,1
59.55,1.1,4230.0,1
71.95,34.15,4230.0,1
70.05,19.7,4229.166666666667,1
61.4,6.75,4224.666666666666,3
75.6,23.15,4223.333333333334,1
73.3,18.35,4222.166666666667,1
71.4,23.75,4222.05,1
74.65,34.8,4218.0,1
76.5,33.9,4218.0,1
70.05,1.45,4216.666666666667,1
67.3,5.95,4216.0,1
64.4,0.7,4216.0,1
63.15,5.3,4213.833333333334,6
65.45,11.0,4213.333333333333,1
62.05,-1.4,4213.333333333333,1
70.8,23.35,4212.5,2
71.05,24.85,4211.766666666666,7
64.4,4.05,4208.333333333333,1
66.7,2.5,4200.0,1
67.1,1.1,4200.0,1
74.8,9.4,4200.0,1
66.8,2.45,4200.0,1
70.75,7.65,4200.0,1
69.55,14.4,4200.0,1
69.65,19.05,4200.0,1
65.55,2.35,4198.833333333333,1
70.8,16.1,4194.866666666667,1
63.1,0.9,4193.333333333333,1
70.7,16.55,4191.75,1
64.55,10.35,4190.333333333333,4
69.65,20.5,4190.0,1
76.5,34.35,4189.5,1
66.6,2.8,4187.5,1
64.45,4.0,4187.5,1
63.6,-1.2,4183.666666666667,1
71.05,27.9,4183.333333333334,2
75.95,25.0,4182.0,1
75.85,34.65,4182.0,1
59.55,-0.9,4182.0,1
60.4,1.4,4181.916666666666,1
71.4,20.6,4180.0,1
69.1,17.55,4180.0,1
59.95,1.05,4178.95,2
75.15,24.65,4177.783333333333,1
60.55,1.0,4176.35,1
58.55,2.65,4170.0,1
66.6,3.7,4166.666666666667,1
76.0,22.05,4166.666666666667,2
70.55,16.65,4166.666666666667,2
64.8,1.65,4166.666666666667,1
62.3,1.7,4165.85,2
68.7,13.95,4165.333333333333,3
68.25,15.25,4165.0,1
71.2,16.45,4161.599999999999,1
63.1,2.7,4160.0,1
62.2,1.9,4159.8,2
61.9,5.15,4159.666666666666,5
76.9,23.9,4158.6,2
71.65,23.05,4157.4,1
60.2,-0.2,4156.95,1
61.65,1.15,4156.95,1
76.0,22.65,4154.833333333333,1
75.1,22.3,4154.833333333333,1
71.45,32.45,4154.833333333333,1
68.5,13.05,4154.8,1
60.4,0.55,4150.0,1
60.2,1.45,4148.333333333334,2
57.85,4.55,4148.0,1
76.15,22.4,4146.9,1
60.4,1.2,4146.25,1
63.55,1.8,4141.666666666667,1
58.8,3.8,4141.5,1
70.35,20.35,4140.666666666667,2
61.1,4.5,4140.466666666667,4
75.5,20.0,4140.283333333334,1
75.85,21.2,4140.283333333334,1
59.25,2.5,4140.0,1
71.6,30.15,4138.666666666667,1
64.05,8.55,4133.333333333334,1
65.5,10.1,4133.333333333334,1
66.75,13.45,4133.333333333334,2
62.25,-3.05,4133.333333333334,1
59.15,10.65,4132.5,3
76.55,34.45,4132.5,1
63.8,0.0,4131.666666666667,1
64.15,2.95,4130.75,1
70.9,29.9,4130.55,1
74.75,17.7,4128.5,2
70.3,31.2,4126.666666666667,1
62.35,5.35,4125.95,7
69.3,8.65,4125.0,1
72.15,26.0,4125.0,2
64.85,3.5,4125.0,1
72.75,24.9,4125.0,1
72.35,16.0,4120.5666666666675,2
71.0,24.75,4120.0,4
71.7,16.0,4119.75,2
59.75,0.4,4119.666666666667,2
68.85,15.4,4118.883333333333,2
71.45,32.0,4116.666666666667,2
63.35,0.35,4116.666666666667,2
65.6,11.35,4113.333333333333,3
66.85,10.9,4111.25,1
75.05,17.4,4111.25,1
71.6,23.6,4111.25,1
59.9,0.15,4110.0,1
60.6,1.2,4107.016666666666,1
70.35,18.9,4107.016666666666,1
73.35,34.1,4105.5,1
75.35,34.05,4104.0,1
69.5,16.45,4104.0,1
69.6,14.55,4102.633333333333,1
63.45,1.25,4102.166666666667,1
70.65,22.3,4101.666666666667,8
59.4,0.75,4100.0,1
60.15,-0.35,4100.0,1
69.6,15.2,4100.0,1
70.0,16.3,4100.0,1
70.05,30.75,4100.0,1
71.65,32.85,4097.666666666667,1
67.6,11.05,4097.5,1
58.95,-0.75,4096.5,3
71.0,25.1,4095.833333333333,1
64.85,0.7,4095.0,1
70.35,17.0,4090.8999999999996,3
71.1,26.0,4086.666666666667,6
67.25,14.8,4086.25,1
67.75,7.85,4083.3333333333335,1
58.6,-1.75,4080.0,1
74.55,22.15,4080.0,1
75.65,20.25,4080.0,1
75.3,18.45,4080.0,1
70.5,22.3,4079.166666666667,1
74.1,30.65,4079.0,1
58.85,2.45,4073.333333333333,1
64.15,1.7,4071.666666666667,2
69.4,15.7,4071.0166666666664,7
58.45,1.55,4070.0000000000005,1
76.6,23.9,4069.1666666666665,1
70.2,23.15,4066.6666666666665,2
67.05,-1.7,4066.6666666666665,1
71.65,24.45,4066.6666666666665,1
65.3,2.85,4066.6666666666665,1
68.35,0.95,4066.6666666666665,1
65.4,12.15,4065.0,2
60.0,0.85,4064.633333333333,2
59.4,-0.95,4056.5,1
70.7,30.9,4053.333333333333,1
70.05,16.5,4053.333333333333,1
69.9,19.95,4053.333333333333,1
69.7,19.1,4052.7,2
61.95,4.95,4051.6666666666674,3
65.75,9.25,4051.6666666666665,1
57.95,4.6,4050.0000000000005,1
75.8,18.45,4050.0,1
68.7,14.05,4049.116666666667,4
58.2,5.95,4046.666666666667,1
64.3,9.4,4045.0,2
75.15,16.75,4041.6666666666665,1
57.15,6.4,4041.4166666666665,2
75.35,22.85,4040.0,1
71.6,31.05,4035.0,1
69.0,14.25,4033.3333333333335,2
66.1,11.65,4033.333333333333,2
69.8,17.1,4033.333333333333,3
58.75,10.6,4031.9999999999995,1
58.25,0.65,4030.0000000000005,1
59.45,0.75,4029.9,1
68.05,9.6,4024.9999999999995,1
57.85,4.35,4023.0,1
75.4,17.35,4022.5,2
59.25,4.8,4021.0,3
63.25,1.9,4021.0,1
63.05,2.05,4021.0,1
66.0,12.55,4020.0,5
66.5,10.8,4018.0,1
66.25,11.1,4017.9999999999995,1
76.0,22.2,4012.233333333333,1
69.7,15.7,4009.5,1
68.6,15.35,4008.0,5
70.8,29.4,4007.2333333333336,5
70.4,19.2,4005.3,5
60.0,0.7,4002.0,2
67.6,12.35,4001.666666666667,1
66.25,11.7,4000.0,1
76.05,22.0,4000.0,1
61.35,0.85,4000.0,1
59.05,3.95,4000.0,1
66.65,2.85,4000.0,1
67.8,11.65,4000.0,1
65.6,-0.4,4000.0,1
75.05,26.05,4000.0,1
71.25,23.6,4000.0,1
65.85,4.95,3999.25,1
76.45,23.9,3996.65,1
73.0,16.8,3990.0,1
59.35,0.15,3986.666666666667,1
69.8,15.75,3986.666666666667,1
57.6,8.9,3986.666666666667,2
75.2,17.5,3985.0000000000005,2
60.25,-3.7,3982.183333333333,1
60.65,1.05,3982.183333333333,1
64.15,2.45,3981.2499999999995,1
58.6,-0.55,3980.1666666666665,1
61.35,4.55,3979.0833333333335,2
65.0,2.65,3977.9999999999995,1
63.55,0.5,3976.0666666666666,1
76.5,33.4,3975.416666666667,2
66.85,12.1,3973.75,1
70.8,23.5,3971.0,5
70.9,16.4,3970.85,1
67.05,10.55,3970.85,1
57.95,9.9,3966.666666666667,1
57.85,9.65,3966.666666666667,1
64.15,3.3,3966.666666666667,1
72.85,27.9,3964.9999999999995,2
75.6,20.75,3964.9999999999995,1
59.1,2.15,3960.0000000000005,1
69.9,30.1,3960.0,1
76.3,17.6,3960.0,1
59.2,2.85,3960.0,2
63.75,1.35,3960.0,2
74.8,19.6,3959.8833333333337,2
64.75,8.4,3957.8333333333335,2
76.45,25.45,3952.133333333333,2
62.05,5.5,3952.0,4
70.55,31.3,3950.8333333333335,1
69.8,30.75,3950.8333333333335,1
67.9,13.75,3950.0,2
68.5,13.9,3949.5499999999997,1
65.4,3.65,3946.6666666666665,2
63.05,1.5,3946.6666666666665,1
66.45,11.6,3946.6666666666665,1
70.4,20.55,3945.4166666666665,1
70.85,21.75,3943.333333333333,1
70.95,24.4,3940.0000000000005,2
59.15,1.75,3939.5,2
68.45,13.15,3938.6666666666665,3
72.85,12.2,3933.333333333333,1
73.3,21.25,3933.333333333333,1
62.2,2.2,3933.333333333333,1
67.4,4.5,3933.333333333333,1
74.35,21.05,3933.1666666666665,2
75.4,34.3,3932.9999999999995,1
66.95,11.4,3932.5,1
70.1,30.45,3929.3333333333335,3
58.8,2.35,3929.25,1
72.05,32.45,3926.666666666667,1
57.4,9.55,3926.6666666666665,2
67.9,11.9,3924.1666666666665,1
70.9,25.3,3923.3333333333335,1
64.4,0.55,3920.8333333333335,1
60.7,1.45,3919.766666666667,1
71.05,18.5,3919.766666666667,1
71.25,17.8,3919.766666666667,1
65.8,8.8,3918.75,1
65.55,10.65,3915.8333333333335,1
70.9,26.15,3914.1666666666665,1
59.7,1.0,3909.9999999999995,1
66.4,12.1,3908.3333333333335,1
68.6,14.25,3906.6666666666665,2
71.25,26.65,3900.5,1
75.4,15.75,3900.0,1
69.65,14.4,3900.0,1
58.15,3.65,3900.0,1
75.4,33.1,3900.0,1
68.0,13.25,3898.8500000000004,5
66.6,11.35,3896.6666666666665,1
70.4,22.15,3895.833333333333,1
71.25,29.3,3895.833333333333,1
70.8,26.1,3895.833333333333,1
59.9,-0.8,3893.333333333333,1
72.4,25.9,3891.25,1
66.85,11.95,3890.8999999999996,1
66.5,11.7,3890.8333333333335,1
59.2,0.35,3886.9666666666667,1
70.9,28.5,3883.3333333333335,4
69.95,15.95,3883.3333333333335,1
70.1,16.45,3883.3333333333335,1
61.7,4.7,3880.3333333333335,4
74.8,20.5,3880.0,1
76.4,25.1,3880.0,1
58.65,-0.95,3878.6166666666672,1
70.8,16.85,3878.5499999999997,1
71.35,28.8,3877.5,1
74.2,32.0,3877.5,1
70.75,30.6,3877.3333333333335,1
69.95,20.9,3876.45,1
59.85,2.6,3876.0,1
70.1,15.55,3876.0,1
76.4,35.0,3876.0,1
64.3,0.1,3876.0,1
62.55,1.65,3875.0,1
72.45,17.85,3871.5,1
62.35,3.4,3871.0000000000005,1
58.95,2.9,3870.0,1
69.35,19.25,3870.0,1
59.15,0.25,3870.0,1
