id,name,indexarea,year_t,q025,median,q975,displacement,imputations,data_singlearea
42,Elg,wholeArea,2000,0.70664000000000005,0.78442999999999996,0.84060000000000001,-1.4489999999999999E-2,0,0
42,Elg,wholeArea,2010,0.76241999999999999,0.83872000000000002,0.88402000000000003,-2.4729999999999999E-2,0,0
42,Elg,wholeArea,2014,0.74731999999999998,0.82481000000000004,0.87182000000000004,-2.445E-2,0,0
42,Elg,wholeArea,2019,0.7601,0.83726999999999996,0.87702000000000002,-3.2169999999999997E-2,0,0
42,Elg,wholeArea,2024,0.71982999999999997,0.79361000000000004,0.84540000000000004,-3.0960000000000001E-2,0,0
43,Elvemusling,wholeArea,1990,0.41376000000000002,0.44668000000000002,0.48727999999999999,-1.7099999999999999E-3,0,0
43,Elvemusling,wholeArea,2000,0.39015,0.42371999999999999,0.46544999999999997,-2.4299999999999999E-3,0,0
43,Elvemusling,wholeArea,2010,0.38549,0.4214,0.46250999999999998,-5.4000000000000001E-4,0,0
43,Elvemusling,wholeArea,2014,0.39504,0.42867,0.47247,-9.6000000000000002E-4,0,0
43,Elvemusling,wholeArea,2019,0.25058000000000002,0.39162999999999998,0.56945000000000001,-1.7219999999999999E-2,0,0
43,Elvemusling,wholeArea,2024,0.26318999999999998,0.42091000000000001,0.60785,-2.24E-2,0,0
211,Engmarihand,wholeArea,1990,0.95448,0.95916000000000001,0.96396999999999999,-5.4000000000000001E-4,0,0
211,Engmarihand,wholeArea,2000,0.94174999999999998,0.94625999999999999,0.95167999999999997,-8.8999999999999995E-4,0,0
211,Engmarihand,wholeArea,2010,0.88846000000000003,0.89644999999999997,0.90388999999999997,-2.5999999999999999E-3,0,0
211,Engmarihand,wholeArea,2014,0.84143000000000001,0.84950999999999999,0.85923000000000005,-2.2599999999999999E-3,0,0
211,Engmarihand,wholeArea,2019,0.75627999999999995,0.76615999999999995,0.77737000000000001,-1.48E-3,0,0
211,Engmarihand,wholeArea,2024,0.67257999999999996,0.68286000000000002,0.69389000000000001,-1.2999999999999999E-3,0,0
150,Engvokssopper,wholeArea,1990,0.16447999999999999,0.27377000000000001,0.42183999999999999,3.1009999999999999E-2,0,0
150,Engvokssopper,wholeArea,2000,0.11106000000000001,0.19694999999999999,0.30952000000000002,5.4199999999999998E-2,0,0
150,Engvokssopper,wholeArea,2010,9.8909999999999998E-2,0.16150999999999999,0.24177999999999999,1.8759999999999999E-2,0,0
150,Engvokssopper,wholeArea,2014,0.10009,0.16003999999999999,0.23441999999999999,1.729E-2,0,0
150,Engvokssopper,wholeArea,2019,9.6579999999999999E-2,0.16181999999999999,0.23721,1.907E-2,0,0
150,Engvokssopper,wholeArea,2024,7.8609999999999999E-2,0.13100000000000001,0.19536000000000001,8.6499999999999997E-3,0,0
301,Enkeltbekkasin,wholeArea,1990,0.55120999999999998,0.68745000000000001,0.8196,-3.7399999999999998E-3,0,0
301,Enkeltbekkasin,wholeArea,2000,0.39701999999999998,0.49653999999999998,0.59250999999999998,4.0400000000000002E-3,0,0
301,Enkeltbekkasin,wholeArea,2010,0.27848000000000001,0.35193999999999998,0.43429000000000001,4.2999999999999999E-4,0,0
301,Enkeltbekkasin,wholeArea,2014,0.20943000000000001,0.26171,0.31154999999999999,-3.8999999999999999E-4,0,0
301,Enkeltbekkasin,wholeArea,2019,0.24,0.30058000000000001,0.35926000000000002,-1.09E-3,0,0
301,Enkeltbekkasin,wholeArea,2024,0.29205999999999999,0.36024,0.43030000000000002,-1.01E-3,0,0
268,Fiskemåke ferskvann,wholeArea,1990,0.76971999999999996,0.96309,1,-3.6909999999999998E-2,0,0
268,Fiskemåke ferskvann,wholeArea,2000,0.67264999999999997,0.89851000000000003,1,-1.49E-3,0,0
268,Fiskemåke ferskvann,wholeArea,2010,0.47976999999999997,0.69947999999999999,0.90281999999999996,-5.1999999999999995E-4,0,0
268,Fiskemåke ferskvann,wholeArea,2014,0.48709999999999998,0.69789999999999996,0.91471000000000002,-2.0999999999999999E-3,0,0
268,Fiskemåke ferskvann,wholeArea,2019,0.49568000000000001,0.70791000000000004,0.91507000000000005,7.9100000000000004E-3,0,0
268,Fiskemåke ferskvann,wholeArea,2024,0.46820000000000001,0.69652999999999998,0.90508999999999995,-3.47E-3,0,0
242,Fiskemåke kyst,wholeArea,1990,0.67422000000000004,0.77663000000000004,0.87897999999999998,-3.65E-3,0,0
242,Fiskemåke kyst,wholeArea,1995,0.68784000000000001,0.83877000000000002,0.97348000000000001,-3.6800000000000001E-3,0,0
242,Fiskemåke kyst,wholeArea,2000,0.80273000000000005,0.95860999999999996,1,-4.1390000000000003E-2,0,0
242,Fiskemåke kyst,wholeArea,2005,0.50509000000000004,0.67179999999999995,0.84533999999999998,2.6800000000000001E-3,0,0
242,Fiskemåke kyst,wholeArea,2010,0.31534000000000001,0.63300000000000001,0.7581,-4.8500000000000001E-3,0,0
242,Fiskemåke kyst,wholeArea,2014,0.61145000000000005,0.64041000000000003,0.72638000000000003,-3.0699999999999998E-3,0,0
242,Fiskemåke kyst,wholeArea,2019,0.61053999999999997,0.64178999999999997,0.6734,1.6000000000000001E-4,0,0
242,Fiskemåke kyst,wholeArea,2024,0.88193999999999995,0.88805999999999996,0.89383000000000001,1.3999999999999999E-4,0,0
284,Fjellerke,wholeArea,1990,0.38656000000000001,0.50965000000000005,0.63814000000000004,-7.9000000000000008E-3,0,0
284,Fjellerke,wholeArea,2000,0.37302000000000002,0.50026999999999999,0.62627999999999995,2.7E-4,0,0
284,Fjellerke,wholeArea,2010,0.25411,0.49392999999999998,0.71999000000000002,2.7100000000000002E-3,0,0
284,Fjellerke,wholeArea,2014,0.25263000000000002,0.48937000000000003,0.74099000000000004,-1.8500000000000001E-3,0,0
284,Fjellerke,wholeArea,2019,0.24901999999999999,0.48609000000000002,0.71833000000000002,-5.1399999999999996E-3,0,0
284,Fjellerke,wholeArea,2024,0.24031,0.49325999999999998,0.74224999999999997,2.0300000000000001E-3,0,0
52,Fjellrev,wholeArea,1990,2.0959999999999999E-2,2.4500000000000001E-2,2.8709999999999999E-2,-1.2999999999999999E-4,0,0
52,Fjellrev,wholeArea,2000,1.3979999999999999E-2,1.6279999999999999E-2,1.9050000000000001E-2,-6e-05,0,0
