habitat_id,protected_area_m2,overlap_layer,mpa_area_m2
seagrass_eelgrass_3577_BM00119158,2885.1139943982557,protected_area,
seagrass_eelgrass_3578_BM00119159,17476.51791610462,protected_area,
seagrass_eelgrass_3579_BM00119160,67084.2062030577,protected_area,
seagrass_eelgrass_3580_BM00119161,100.39075039132916,protected_area,
seagrass_eelgrass_3593_BM00119174,283.86170004623636,protected_area,
seagrass_eelgrass_3609_BM00119190,15.668400097361847,protected_area,
seagrass_eelgrass_3610_BM00119191,512.0368532434836,protected_area,
seagrass_eelgrass_3632_BM00119213,31.710550195816545,protected_area,
seagrass_eelgrass_3633_BM00119214,60.440700403883895,protected_area,
seagrass_eelgrass_3634_BM00119215,1218.4640078035748,protected_area,
seagrass_eelgrass_3635_BM00119216,23.456600152115605,protected_area,
seagrass_eelgrass_3636_BM00119217,151.56885100351366,protected_area,
seagrass_eelgrass_3644_BM00119753,8108.164955150504,protected_area,
seagrass_eelgrass_3652_BM00119849,17110.215195720302,protected_area,
seagrass_eelgrass_3656_BM00119853,20.56740000616808,protected_area,
seagrass_eelgrass_3658_BM00119855,19.832700015358466,protected_area,
seagrass_eelgrass_3686_BM00119883,17.051599983527883,protected_area,
seagrass_eelgrass_3687_BM00119884,657.4558500119964,protected_area,
seagrass_eelgrass_3688_BM00119885,3288.8972002506234,protected_area,
seagrass_eelgrass_3689_BM00119886,20.464699988309597,protected_area,
seagrass_eelgrass_3690_BM00119887,20.58804999525943,protected_area,
seagrass_eelgrass_3693_BM00119890,4138.75645015909,protected_area,
seagrass_eelgrass_3729_BM00119926,9588.898050077372,protected_area,
seagrass_eelgrass_3736_BM00119933,292907.485557458,protected_area,
seagrass_eelgrass_3746_BM00119943,34793.996599958424,protected_area,
seagrass_eelgrass_3748_BM00119945,5381.754300400949,protected_area,
seagrass_eelgrass_3751_BM00119948,802.4715999700004,protected_area,
seagrass_eelgrass_3767_BM00119964,4708.804250179277,protected_area,
seagrass_eelgrass_3771_BM00119968,19723.625201353432,protected_area,
seagrass_eelgrass_3791_BM00119988,28.73028153352837,protected_area,
seagrass_eelgrass_3794_BM00119991,2827.5642501406064,protected_area,
seagrass_eelgrass_3795_BM00119992,1144.142200145514,protected_area,
seagrass_eelgrass_3796_BM00119993,107.21335002261264,protected_area,
seagrass_eelgrass_3825_BM00120022,44.753950001265224,protected_area,
seagrass_eelgrass_3826_BM00120023,32.91390000654748,protected_area,
seagrass_eelgrass_3827_BM00120024,67.2269000179152,protected_area,
seagrass_eelgrass_3828_BM00120025,3089.3800001552963,protected_area,
seagrass_eelgrass_3829_BM00120026,592.5013500340552,protected_area,
seagrass_eelgrass_3830_BM00120027,1463.829849739095,protected_area,
seagrass_eelgrass_3831_BM00120028,1322.7969500779484,protected_area,
seagrass_eelgrass_3832_BM00120029,33774.073900928335,protected_area,
seagrass_eelgrass_3845_BM00120042,62.43390000163388,protected_area,
seagrass_eelgrass_3846_BM00120043,490.8603500255026,protected_area,
seagrass_eelgrass_3847_BM00120044,683.6095999871196,protected_area,
seagrass_eelgrass_3848_BM00120045,127.26250001583568,protected_area,
seagrass_eelgrass_3849_BM00120046,417.0099998844019,protected_area,
seagrass_eelgrass_3850_BM00120047,2551.640250156417,protected_area,
seagrass_eelgrass_3851_BM00120048,961.1802999425789,protected_area,
seagrass_eelgrass_3852_BM00120049,345.0328999779954,protected_area,
seagrass_eelgrass_3853_BM00120050,1979.3437501654253,protected_area,
seagrass_eelgrass_3854_BM00120051,31618.920427218363,protected_area,
seagrass_eelgrass_3855_BM00120052,9944.351800690916,protected_area,
seagrass_eelgrass_3856_BM00120053,356.7864499857334,protected_area,
seagrass_eelgrass_3857_BM00120054,1653.6984500295207,protected_area,
seagrass_eelgrass_3858_BM00120055,6126.995900078295,protected_area,
seagrass_eelgrass_3859_BM00120056,8816.349850244558,protected_area,
seagrass_eelgrass_3860_BM00120057,172.0682109345448,protected_area,
seagrass_eelgrass_3862_BM00120059,146.490949989979,protected_area,
seagrass_eelgrass_3864_BM00120061,154.69699998952984,protected_area,
seagrass_eelgrass_3865_BM00120062,940.2463999817428,protected_area,
seagrass_eelgrass_3866_BM00120063,478.5880500105919,protected_area,
seagrass_eelgrass_3867_BM00120064,46.980499996300665,protected_area,
seagrass_eelgrass_3868_BM00120065,525.1326500187461,protected_area,
seagrass_eelgrass_3869_BM00120066,811.4874687073448,protected_area,
seagrass_eelgrass_3870_BM00120067,68.54260001015393,protected_area,
seagrass_eelgrass_3871_BM00120068,19.75639999774997,protected_area,
seagrass_eelgrass_3873_BM00120070,257.5085000426902,protected_area,
