FID,id,the_geom,port,port_id,portcode,country,year,tonnagesize,nofvessels,gross_tonnage__gt_thousand,tonnageindex
portvesselsbytonnage.410097,276,POINT (21.47747802699996 61.127685547000056),Rauma,FIRAU,FI_0FIRAU,FI,2025,Total,240,2439,0
portvesselsbytonnage.411778,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,From 20 000 to 29 999 gross tonnage,,,14
portvesselsbytonnage.411777,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,From 10 000 to 19 999 gross tonnage,,,13
portvesselsbytonnage.411776,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,From 9 000 to 9 999 gross tonnage,,,12
portvesselsbytonnage.411775,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,From 8 000 to 8 999 gross tonnage,,,11
portvesselsbytonnage.411774,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,From 7 000 to 7 999 gross tonnage,,,10
portvesselsbytonnage.411773,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,From 6 000 to 6 999 gross tonnage,,,9
portvesselsbytonnage.411772,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,From 5 000 to 5 999 gross tonnage,,,8
portvesselsbytonnage.411771,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,From 4 000 to 4 999 gross tonnage,,,7
portvesselsbytonnage.411770,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,From 3 000 to 3 999 gross tonnage,,,6
portvesselsbytonnage.411769,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,From 2 000 to 2 999 gross tonnage,,,5
portvesselsbytonnage.411768,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,From 1 000 to 1 999 gross tonnage,,,4
portvesselsbytonnage.411767,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,From 500 to 999 gross tonnage,,,3
portvesselsbytonnage.411766,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,From 100 to 499 gross tonnage,,,2
portvesselsbytonnage.411779,277,POINT (24.41192627000015 64.65972900400004),Rautaruukki,FIRTR,FI_0FIRTR,FI,2025,Total,,,0
portvesselsbytonnage.413762,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 200 000 to 249 999 gross tonnage,,,21
portvesselsbytonnage.413761,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 80 000 to 99 999 gross tonnage,4,367,18
portvesselsbytonnage.413760,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 50 000 to 79 999 gross tonnage,25,1596,17
portvesselsbytonnage.413759,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 40 000 to 49 999 gross tonnage,,,16
portvesselsbytonnage.413758,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 30 000 to 39 999 gross tonnage,,,15
portvesselsbytonnage.413757,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 20 000 to 29 999 gross tonnage,21,589,14
portvesselsbytonnage.413756,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 10 000 to 19 999 gross tonnage,111,1528,13
portvesselsbytonnage.413755,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 9 000 to 9 999 gross tonnage,3,30,12
portvesselsbytonnage.413754,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 8 000 to 8 999 gross tonnage,1,8,11
portvesselsbytonnage.413753,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 7 000 to 7 999 gross tonnage,49,364,10
portvesselsbytonnage.413752,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 6 000 to 6 999 gross tonnage,15,98,9
portvesselsbytonnage.413751,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 5 000 to 5 999 gross tonnage,27,145,8
portvesselsbytonnage.413750,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 4 000 to 4 999 gross tonnage,10,48,7
portvesselsbytonnage.413749,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 3 000 to 3 999 gross tonnage,,,6
portvesselsbytonnage.413748,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 2 000 to 2 999 gross tonnage,4,10,5
portvesselsbytonnage.413747,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 1 000 to 1 999 gross tonnage,,,4
portvesselsbytonnage.413746,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 500 to 999 gross tonnage,,,3
portvesselsbytonnage.413745,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,From 100 to 499 gross tonnage,,,2
portvesselsbytonnage.413744,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,Less than 100 gross tonnage,,,1
portvesselsbytonnage.413763,278,POINT (25.552627500000085 60.30772400000012),Sköldvik,FISKV,FI_0FISKV,FI,2025,Total,270,4783,0
portvesselsbytonnage.417370,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 200 000 to 249 999 gross tonnage,,,21
portvesselsbytonnage.417369,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 150 000 to 199 999 gross tonnage,,,20
portvesselsbytonnage.417368,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 100 000 to 149 999 gross tonnage,,,19
portvesselsbytonnage.417367,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 80 000 to 99 999 gross tonnage,,,18
portvesselsbytonnage.417366,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 50 000 to 79 999 gross tonnage,182,11168,17
portvesselsbytonnage.417365,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 40 000 to 49 999 gross tonnage,60,2935,16
portvesselsbytonnage.417364,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 30 000 to 39 999 gross tonnage,1,34,15
portvesselsbytonnage.417363,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 20 000 to 29 999 gross tonnage,8,193,14
portvesselsbytonnage.417362,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 10 000 to 19 999 gross tonnage,2,24,13
portvesselsbytonnage.417361,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 9 000 to 9 999 gross tonnage,,,12
portvesselsbytonnage.417360,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 8 000 to 8 999 gross tonnage,,,11
portvesselsbytonnage.417359,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 7 000 to 7 999 gross tonnage,1,8,10
portvesselsbytonnage.417358,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 6 000 to 6 999 gross tonnage,1,6,9
portvesselsbytonnage.417357,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 5 000 to 5 999 gross tonnage,2,11,8
portvesselsbytonnage.417356,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 4 000 to 4 999 gross tonnage,2,9,7
portvesselsbytonnage.417355,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 3 000 to 3 999 gross tonnage,6,21,6
portvesselsbytonnage.417354,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 2 000 to 2 999 gross tonnage,32,81,5
portvesselsbytonnage.417353,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 1 000 to 1 999 gross tonnage,5,9,4
portvesselsbytonnage.417352,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 500 to 999 gross tonnage,,,3
portvesselsbytonnage.417351,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,From 100 to 499 gross tonnage,9,3,2
portvesselsbytonnage.417350,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,Less than 100 gross tonnage,,,1
portvesselsbytonnage.417371,279,POINT (22.217529297 60.434692383000026),Turku,FITKU,FI_0FITKU,FI,2025,Total,311,14501,0
portvesselsbytonnage.419296,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 30 000 to 39 999 gross tonnage,,,15
portvesselsbytonnage.419295,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 20 000 to 29 999 gross tonnage,,,14
portvesselsbytonnage.419294,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 10 000 to 19 999 gross tonnage,7,100,13
portvesselsbytonnage.419293,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 9 000 to 9 999 gross tonnage,5,50,12
portvesselsbytonnage.419292,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 8 000 to 8 999 gross tonnage,,,11
portvesselsbytonnage.419291,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 7 000 to 7 999 gross tonnage,1,7,10
portvesselsbytonnage.419290,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 6 000 to 6 999 gross tonnage,22,140,9
portvesselsbytonnage.419289,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 5 000 to 5 999 gross tonnage,17,89,8
portvesselsbytonnage.419288,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 4 000 to 4 999 gross tonnage,17,73,7
portvesselsbytonnage.419287,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 3 000 to 3 999 gross tonnage,18,68,6
portvesselsbytonnage.419286,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 2 000 to 2 999 gross tonnage,10,29,5
portvesselsbytonnage.419285,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 1 000 to 1 999 gross tonnage,,,4
portvesselsbytonnage.419284,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 500 to 999 gross tonnage,,,3
portvesselsbytonnage.419283,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,From 100 to 499 gross tonnage,,,2
portvesselsbytonnage.419297,280,POINT (24.156127930000082 65.75390625000011),Tornio,FITOR,FI_0FITOR,FI,2025,Total,97,555,0
portvesselsbytonnage.421790,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 40 000 to 49 999 gross tonnage,,,16
portvesselsbytonnage.421789,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 30 000 to 39 999 gross tonnage,,,15
portvesselsbytonnage.421788,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 20 000 to 29 999 gross tonnage,7,164,14
portvesselsbytonnage.421787,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 10 000 to 19 999 gross tonnage,6,112,13
portvesselsbytonnage.421786,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 9 000 to 9 999 gross tonnage,,,12
portvesselsbytonnage.421785,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 8 000 to 8 999 gross tonnage,,,11
portvesselsbytonnage.421784,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 7 000 to 7 999 gross tonnage,,,10
portvesselsbytonnage.421783,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 6 000 to 6 999 gross tonnage,2,13,9
portvesselsbytonnage.421782,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 5 000 to 5 999 gross tonnage,1,5,8
portvesselsbytonnage.421781,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 4 000 to 4 999 gross tonnage,13,60,7
portvesselsbytonnage.421780,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 3 000 to 3 999 gross tonnage,40,141,6
portvesselsbytonnage.421779,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 2 000 to 2 999 gross tonnage,33,88,5
portvesselsbytonnage.421778,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 1 000 to 1 999 gross tonnage,1,2,4
portvesselsbytonnage.421777,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 500 to 999 gross tonnage,,,3
portvesselsbytonnage.421776,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,From 100 to 499 gross tonnage,,,2
portvesselsbytonnage.421775,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,Less than 100 gross tonnage,,,1
portvesselsbytonnage.421791,281,POINT (21.37890625 60.79589843700006),Uusikaupunki,FIUKI,FI_0FIUKI,FI,2025,Total,103,585,0
portvesselsbytonnage.424261,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 40 000 to 49 999 gross tonnage,,,16
portvesselsbytonnage.424260,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 30 000 to 39 999 gross tonnage,,,15
portvesselsbytonnage.424259,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 20 000 to 29 999 gross tonnage,129,3101,14
portvesselsbytonnage.424258,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 10 000 to 19 999 gross tonnage,12,148,13
portvesselsbytonnage.424257,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 9 000 to 9 999 gross tonnage,4,39,12
portvesselsbytonnage.424256,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 8 000 to 8 999 gross tonnage,,,11
portvesselsbytonnage.424255,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 7 000 to 7 999 gross tonnage,,,10
portvesselsbytonnage.424254,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 6 000 to 6 999 gross tonnage,2,12,9
portvesselsbytonnage.424253,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 5 000 to 5 999 gross tonnage,5,26,8
portvesselsbytonnage.424252,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 4 000 to 4 999 gross tonnage,4,18,7
portvesselsbytonnage.424251,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 3 000 to 3 999 gross tonnage,8,29,6
portvesselsbytonnage.424250,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 2 000 to 2 999 gross tonnage,13,35,5
portvesselsbytonnage.424249,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 1 000 to 1 999 gross tonnage,,,4
portvesselsbytonnage.424248,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 500 to 999 gross tonnage,,,3
portvesselsbytonnage.424247,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,From 100 to 499 gross tonnage,,,2
portvesselsbytonnage.424246,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,Less than 100 gross tonnage,,,1
portvesselsbytonnage.424262,282,POINT (21.606079102000024 63.087097168000014),Vaasa,FIVAA,FI_0FIVAA,FI,2025,Total,177,3408,0
portvesselsbytonnage.1254544,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 150 000 to 199 999 gross tonnage,16,2939,20
portvesselsbytonnage.1254543,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 100 000 to 149 999 gross tonnage,31,3974,19
portvesselsbytonnage.1254542,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 80 000 to 99 999 gross tonnage,5,468,18
portvesselsbytonnage.1254541,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 50 000 to 79 999 gross tonnage,17,1048,17
portvesselsbytonnage.1254540,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 40 000 to 49 999 gross tonnage,8,356,16
portvesselsbytonnage.1254539,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 30 000 to 39 999 gross tonnage,3,100,15
portvesselsbytonnage.1254538,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 20 000 to 29 999 gross tonnage,5,135,14
portvesselsbytonnage.1254537,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 10 000 to 19 999 gross tonnage,315,4111,13
portvesselsbytonnage.1254536,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 9 000 to 9 999 gross tonnage,201,1941,12
portvesselsbytonnage.1254535,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 8 000 to 8 999 gross tonnage,10,89,11
portvesselsbytonnage.1254534,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 7 000 to 7 999 gross tonnage,16,121,10
portvesselsbytonnage.1254533,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 6 000 to 6 999 gross tonnage,92,605,9
portvesselsbytonnage.1254532,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 5 000 to 5 999 gross tonnage,72,389,8
portvesselsbytonnage.1254531,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 4 000 to 4 999 gross tonnage,81,362,7
portvesselsbytonnage.1254530,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 3 000 to 3 999 gross tonnage,414,1481,6
portvesselsbytonnage.1254529,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 2 000 to 2 999 gross tonnage,326,876,5
portvesselsbytonnage.1254528,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 1 000 to 1 999 gross tonnage,244,343,4
portvesselsbytonnage.1254527,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 500 to 999 gross tonnage,156,132,3
portvesselsbytonnage.1254526,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,From 100 to 499 gross tonnage,262,95,2
portvesselsbytonnage.1254525,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,Less than 100 gross tonnage,,,1
portvesselsbytonnage.1254545,733,POINT (6.168701171999999 62.4636840820001),Ålesund,NOAES,NO_0NOAES,NO,2025,Total,2274,19562,0
portvesselsbytonnage.1259905,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,300 000 gross tonnage or over,,,23
portvesselsbytonnage.1259904,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 150 000 to 199 999 gross tonnage,17,2967,20
portvesselsbytonnage.1259903,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 100 000 to 149 999 gross tonnage,27,3490,19
portvesselsbytonnage.1259902,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 80 000 to 99 999 gross tonnage,71,6036,18
portvesselsbytonnage.1259901,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 50 000 to 79 999 gross tonnage,235,14790,17
portvesselsbytonnage.1259900,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 40 000 to 49 999 gross tonnage,24,1093,16
portvesselsbytonnage.1259899,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 30 000 to 39 999 gross tonnage,178,5790,15
portvesselsbytonnage.1259898,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 20 000 to 29 999 gross tonnage,68,1859,14
portvesselsbytonnage.1259897,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 10 000 to 19 999 gross tonnage,443,5689,13
portvesselsbytonnage.1259896,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 9 000 to 9 999 gross tonnage,114,1109,12
portvesselsbytonnage.1259895,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 8 000 to 8 999 gross tonnage,127,1057,11
portvesselsbytonnage.1259894,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 7 000 to 7 999 gross tonnage,128,951,10
portvesselsbytonnage.1259893,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 6 000 to 6 999 gross tonnage,321,2068,9
portvesselsbytonnage.1259892,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 5 000 to 5 999 gross tonnage,270,1422,8
portvesselsbytonnage.1259891,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 4 000 to 4 999 gross tonnage,872,4040,7
portvesselsbytonnage.1259890,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 3 000 to 3 999 gross tonnage,540,1893,6
portvesselsbytonnage.1259889,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 2 000 to 2 999 gross tonnage,366,998,5
portvesselsbytonnage.1259888,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 1 000 to 1 999 gross tonnage,932,1235,4
portvesselsbytonnage.1259887,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 500 to 999 gross tonnage,330,240,3
portvesselsbytonnage.1259886,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,From 100 to 499 gross tonnage,577,271,2
portvesselsbytonnage.1259885,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,Less than 100 gross tonnage,,,1
portvesselsbytonnage.1259906,734,POINT (5.308250000000044 60.39503850000011),Bergen,NOBGO,NO_0NOBGO,NO,2025,Total,5640,56993,0
portvesselsbytonnage.1261557,735,POINT (12.199999999999989 65.46666666700014),Bronnoysund,NOBNN,NO_0NOBNN,NO,2025,From 50 000 to 79 999 gross tonnage,1,69,17
portvesselsbytonnage.1261556,735,POINT (12.199999999999989 65.46666666700014),Bronnoysund,NOBNN,NO_0NOBNN,NO,2025,From 30 000 to 39 999 gross tonnage,1,32,15
portvesselsbytonnage.1261555,735,POINT (12.199999999999989 65.46666666700014),Bronnoysund,NOBNN,NO_0NOBNN,NO,2025,From 20 000 to 29 999 gross tonnage,1,21,14
portvesselsbytonnage.1261554,735,POINT (12.199999999999989 65.46666666700014),Bronnoysund,NOBNN,NO_0NOBNN,NO,2025,From 10 000 to 19 999 gross tonnage,151,1963,13
portvesselsbytonnage.1261553,735,POINT (12.199999999999989 65.46666666700014),Bronnoysund,NOBNN,NO_0NOBNN,NO,2025,From 9 000 to 9 999 gross tonnage,1,9,12
portvesselsbytonnage.1261552,735,POINT (12.199999999999989 65.46666666700014),Bronnoysund,NOBNN,NO_0NOBNN,NO,2025,From 8 000 to 8 999 gross tonnage,5,45,11
portvesselsbytonnage.1261551,735,POINT (12.199999999999989 65.46666666700014),Bronnoysund,NOBNN,NO_0NOBNN,NO,2025,From 7 000 to 7 999 gross tonnage,4,31,10
portvesselsbytonnage.1261550,735,POINT (12.199999999999989 65.46666666700014),Bronnoysund,NOBNN,NO_0NOBNN,NO,2025,From 6 000 to 6 999 gross tonnage,23,159,9
portvesselsbytonnage.1261549,735,POINT (12.199999999999989 65.46666666700014),Bronnoysund,NOBNN,NO_0NOBNN,NO,2025,From 5 000 to 5 999 gross tonnage,2,10,8
portvesselsbytonnage.1261548,735,POINT (12.199999999999989 65.46666666700014),Bronnoysund,NOBNN,NO_0NOBNN,NO,2025,From 4 000 to 4 999 gross tonnage,13,55,7
portvesselsbytonnage.1261547,735,POINT (12.199999999999989 65.46666666700014),Bronnoysund,NOBNN,NO_0NOBNN,NO,2025,From 3 000 to 3 999 gross tonnage,20,71,6
portvesselsbytonnage.1261546,735,POINT (12.199999999999989 65.46666666700014),Bronnoysund,NOBNN,NO_0NOBNN,NO,2025,From 2 000 to 2 999 gross tonnage,20,52,5
