FID,id,the_geom,port,port_id,portcode,country,year,tonnagesize,nofvessels,gross_tonnage__gt_thousand,tonnageindex
portvesselsbytonnage.1299391,749,POINT (16.597473145000095 68.79187011699997),Harstad,NOHRD,NO_0NOHRD,NO,2025,From 8 000 to 8 999 gross tonnage,,,11
portvesselsbytonnage.1299390,749,POINT (16.597473145000095 68.79187011699997),Harstad,NOHRD,NO_0NOHRD,NO,2025,From 7 000 to 7 999 gross tonnage,2,15,10
portvesselsbytonnage.1299389,749,POINT (16.597473145000095 68.79187011699997),Harstad,NOHRD,NO_0NOHRD,NO,2025,From 6 000 to 6 999 gross tonnage,,,9
portvesselsbytonnage.1299388,749,POINT (16.597473145000095 68.79187011699997),Harstad,NOHRD,NO_0NOHRD,NO,2025,From 5 000 to 5 999 gross tonnage,30,169,8
portvesselsbytonnage.1299387,749,POINT (16.597473145000095 68.79187011699997),Harstad,NOHRD,NO_0NOHRD,NO,2025,From 4 000 to 4 999 gross tonnage,17,76,7
portvesselsbytonnage.1299386,749,POINT (16.597473145000095 68.79187011699997),Harstad,NOHRD,NO_0NOHRD,NO,2025,From 3 000 to 3 999 gross tonnage,98,369,6
portvesselsbytonnage.1299385,749,POINT (16.597473145000095 68.79187011699997),Harstad,NOHRD,NO_0NOHRD,NO,2025,From 2 000 to 2 999 gross tonnage,119,314,5
portvesselsbytonnage.1299384,749,POINT (16.597473145000095 68.79187011699997),Harstad,NOHRD,NO_0NOHRD,NO,2025,From 1 000 to 1 999 gross tonnage,110,168,4
portvesselsbytonnage.1299383,749,POINT (16.597473145000095 68.79187011699997),Harstad,NOHRD,NO_0NOHRD,NO,2025,From 500 to 999 gross tonnage,24,20,3
portvesselsbytonnage.1299382,749,POINT (16.597473145000095 68.79187011699997),Harstad,NOHRD,NO_0NOHRD,NO,2025,From 100 to 499 gross tonnage,96,42,2
portvesselsbytonnage.1299381,749,POINT (16.597473145000095 68.79187011699997),Harstad,NOHRD,NO_0NOHRD,NO,2025,Less than 100 gross tonnage,,,1
portvesselsbytonnage.1299399,749,POINT (16.597473145000095 68.79187011699997),Harstad,NOHRD,NO_0NOHRD,NO,2025,Total,653,3317,0
portvesselsbytonnage.1303624,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 80 000 to 99 999 gross tonnage,,,18
portvesselsbytonnage.1303623,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 50 000 to 79 999 gross tonnage,,,17
portvesselsbytonnage.1303622,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 40 000 to 49 999 gross tonnage,,,16
portvesselsbytonnage.1303621,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 30 000 to 39 999 gross tonnage,,,15
portvesselsbytonnage.1303620,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 20 000 to 29 999 gross tonnage,,,14
portvesselsbytonnage.1303619,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 10 000 to 19 999 gross tonnage,,,13
portvesselsbytonnage.1303618,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 9 000 to 9 999 gross tonnage,,,12
portvesselsbytonnage.1303617,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 8 000 to 8 999 gross tonnage,,,11
portvesselsbytonnage.1303616,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 7 000 to 7 999 gross tonnage,,,10
portvesselsbytonnage.1303615,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 6 000 to 6 999 gross tonnage,,,9
portvesselsbytonnage.1303614,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 5 000 to 5 999 gross tonnage,,,8
portvesselsbytonnage.1303613,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 4 000 to 4 999 gross tonnage,,,7
portvesselsbytonnage.1303612,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 3 000 to 3 999 gross tonnage,,,6
portvesselsbytonnage.1303611,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 2 000 to 2 999 gross tonnage,,,5
portvesselsbytonnage.1303610,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 1 000 to 1 999 gross tonnage,,,4
portvesselsbytonnage.1303609,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 500 to 999 gross tonnage,,,3
portvesselsbytonnage.1303608,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,From 100 to 499 gross tonnage,,,2
portvesselsbytonnage.1303607,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,Less than 100 gross tonnage,,,1
portvesselsbytonnage.1303625,750,POINT (5.257805500000131 59.41414649999996),Karmsund,NOKAS,NO_0NOKAS,NO,2025,Total,,,0
portvesselsbytonnage.1306431,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 150 000 to 199 999 gross tonnage,,,20
portvesselsbytonnage.1306430,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 80 000 to 99 999 gross tonnage,,,18
portvesselsbytonnage.1306429,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 50 000 to 79 999 gross tonnage,,,17
portvesselsbytonnage.1306428,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 40 000 to 49 999 gross tonnage,,,16
portvesselsbytonnage.1306427,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 30 000 to 39 999 gross tonnage,1,30,15
portvesselsbytonnage.1306426,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 20 000 to 29 999 gross tonnage,,,14
portvesselsbytonnage.1306425,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 10 000 to 19 999 gross tonnage,75,933,13
portvesselsbytonnage.1306424,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 9 000 to 9 999 gross tonnage,1,10,12
portvesselsbytonnage.1306423,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 8 000 to 8 999 gross tonnage,,,11
portvesselsbytonnage.1306422,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 7 000 to 7 999 gross tonnage,,,10
portvesselsbytonnage.1306421,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 6 000 to 6 999 gross tonnage,,,9
portvesselsbytonnage.1306420,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 5 000 to 5 999 gross tonnage,1,5,8
portvesselsbytonnage.1306419,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 4 000 to 4 999 gross tonnage,3,15,7
portvesselsbytonnage.1306418,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 3 000 to 3 999 gross tonnage,22,82,6
portvesselsbytonnage.1306417,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 2 000 to 2 999 gross tonnage,5,15,5
portvesselsbytonnage.1306416,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 1 000 to 1 999 gross tonnage,2,3,4
portvesselsbytonnage.1306415,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 500 to 999 gross tonnage,19,13,3
portvesselsbytonnage.1306414,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,From 100 to 499 gross tonnage,6,2,2
portvesselsbytonnage.1306413,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,Less than 100 gross tonnage,,,1
portvesselsbytonnage.1306432,751,POINT (30.059326172000112 69.72967529300007),Kirkenes,NOKKN,NO_0NOKKN,NO,2025,Total,135,1108,0
portvesselsbytonnage.1306624,752,POINT (9.416687012000011 58.8674926760001),Kragerø,NOKRA,NO_0NOKRA,NO,2025,From 10 000 to 19 999 gross tonnage,,,13
portvesselsbytonnage.1306623,752,POINT (9.416687012000011 58.8674926760001),Kragerø,NOKRA,NO_0NOKRA,NO,2025,From 6 000 to 6 999 gross tonnage,,,9
portvesselsbytonnage.1306622,752,POINT (9.416687012000011 58.8674926760001),Kragerø,NOKRA,NO_0NOKRA,NO,2025,From 5 000 to 5 999 gross tonnage,1,6,8
portvesselsbytonnage.1306621,752,POINT (9.416687012000011 58.8674926760001),Kragerø,NOKRA,NO_0NOKRA,NO,2025,From 4 000 to 4 999 gross tonnage,13,56,7
portvesselsbytonnage.1306620,752,POINT (9.416687012000011 58.8674926760001),Kragerø,NOKRA,NO_0NOKRA,NO,2025,From 3 000 to 3 999 gross tonnage,18,62,6
portvesselsbytonnage.1306619,752,POINT (9.416687012000011 58.8674926760001),Kragerø,NOKRA,NO_0NOKRA,NO,2025,From 2 000 to 2 999 gross tonnage,78,212,5
portvesselsbytonnage.1306618,752,POINT (9.416687012000011 58.8674926760001),Kragerø,NOKRA,NO_0NOKRA,NO,2025,From 1 000 to 1 999 gross tonnage,45,70,4
portvesselsbytonnage.1306617,752,POINT (9.416687012000011 58.8674926760001),Kragerø,NOKRA,NO_0NOKRA,NO,2025,From 500 to 999 gross tonnage,2,2,3
portvesselsbytonnage.1306616,752,POINT (9.416687012000011 58.8674926760001),Kragerø,NOKRA,NO_0NOKRA,NO,2025,From 100 to 499 gross tonnage,,,2
portvesselsbytonnage.1306625,752,POINT (9.416687012000011 58.8674926760001),Kragerø,NOKRA,NO_0NOKRA,NO,2025,Total,157,406,0
portvesselsbytonnage.1310570,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 150 000 to 199 999 gross tonnage,16,2940,20
portvesselsbytonnage.1310569,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 100 000 to 149 999 gross tonnage,14,1802,19
portvesselsbytonnage.1310568,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 80 000 to 99 999 gross tonnage,10,946,18
portvesselsbytonnage.1310567,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 50 000 to 79 999 gross tonnage,15,970,17
portvesselsbytonnage.1310566,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 40 000 to 49 999 gross tonnage,1,48,16
portvesselsbytonnage.1310565,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 30 000 to 39 999 gross tonnage,609,21001,15
portvesselsbytonnage.1310564,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 20 000 to 29 999 gross tonnage,8,176,14
portvesselsbytonnage.1310563,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 10 000 to 19 999 gross tonnage,159,2003,13
portvesselsbytonnage.1310562,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 9 000 to 9 999 gross tonnage,43,430,12
portvesselsbytonnage.1310561,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 8 000 to 8 999 gross tonnage,3,25,11
portvesselsbytonnage.1310560,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 7 000 to 7 999 gross tonnage,53,408,10
portvesselsbytonnage.1310559,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 6 000 to 6 999 gross tonnage,16,104,9
portvesselsbytonnage.1310558,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 5 000 to 5 999 gross tonnage,16,87,8
portvesselsbytonnage.1310557,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 4 000 to 4 999 gross tonnage,81,369,7
portvesselsbytonnage.1310556,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 3 000 to 3 999 gross tonnage,83,285,6
portvesselsbytonnage.1310555,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 2 000 to 2 999 gross tonnage,235,659,5
portvesselsbytonnage.1310554,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 1 000 to 1 999 gross tonnage,61,98,4
portvesselsbytonnage.1310553,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 500 to 999 gross tonnage,3,3,3
portvesselsbytonnage.1310552,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,From 100 to 499 gross tonnage,5,2,2
portvesselsbytonnage.1310571,753,POINT (8.0046997070001 58.144104004000155),Kristiansand S,NOKRS,NO_0NOKRS,NO,2025,Total,1431,32352,0
portvesselsbytonnage.1314752,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 150 000 to 199 999 gross tonnage,,,20
portvesselsbytonnage.1314751,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 100 000 to 149 999 gross tonnage,,,19
portvesselsbytonnage.1314750,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 80 000 to 99 999 gross tonnage,1,84,18
portvesselsbytonnage.1314749,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 50 000 to 79 999 gross tonnage,,,17
portvesselsbytonnage.1314748,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 40 000 to 49 999 gross tonnage,1,44,16
portvesselsbytonnage.1314747,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 30 000 to 39 999 gross tonnage,1,31,15
portvesselsbytonnage.1314746,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 20 000 to 29 999 gross tonnage,16,379,14
portvesselsbytonnage.1314745,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 10 000 to 19 999 gross tonnage,179,2454,13
portvesselsbytonnage.1314744,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 9 000 to 9 999 gross tonnage,108,1053,12
portvesselsbytonnage.1314743,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 8 000 to 8 999 gross tonnage,64,571,11
portvesselsbytonnage.1314742,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 7 000 to 7 999 gross tonnage,47,343,10
portvesselsbytonnage.1314741,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 6 000 to 6 999 gross tonnage,224,1438,9
portvesselsbytonnage.1314740,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 5 000 to 5 999 gross tonnage,162,883,8
portvesselsbytonnage.1314739,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 4 000 to 4 999 gross tonnage,423,1945,7
portvesselsbytonnage.1314738,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 3 000 to 3 999 gross tonnage,507,1837,6
portvesselsbytonnage.1314737,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 2 000 to 2 999 gross tonnage,315,798,5
portvesselsbytonnage.1314736,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 1 000 to 1 999 gross tonnage,548,828,4
portvesselsbytonnage.1314735,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 500 to 999 gross tonnage,320,275,3
portvesselsbytonnage.1314734,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,From 100 to 499 gross tonnage,107,50,2
portvesselsbytonnage.1314733,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,Less than 100 gross tonnage,,,1
portvesselsbytonnage.1314753,754,POINT (7.7371215820001 63.11407470700004),Kristiansund N/Grip,NOKSU,NO_0NOKSU,NO,2025,Total,3023,13014,0
portvesselsbytonnage.1316309,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 50 000 to 79 999 gross tonnage,3,168,17
portvesselsbytonnage.1316308,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 30 000 to 39 999 gross tonnage,1,36,15
portvesselsbytonnage.1316307,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 20 000 to 29 999 gross tonnage,,,14
portvesselsbytonnage.1316306,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 10 000 to 19 999 gross tonnage,11,137,13
portvesselsbytonnage.1316305,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 9 000 to 9 999 gross tonnage,4,39,12
portvesselsbytonnage.1316304,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 8 000 to 8 999 gross tonnage,3,26,11
portvesselsbytonnage.1316303,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 7 000 to 7 999 gross tonnage,5,37,10
portvesselsbytonnage.1316302,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 6 000 to 6 999 gross tonnage,2,12,9
portvesselsbytonnage.1316301,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 5 000 to 5 999 gross tonnage,3,15,8
portvesselsbytonnage.1316300,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 4 000 to 4 999 gross tonnage,27,114,7
portvesselsbytonnage.1316299,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 3 000 to 3 999 gross tonnage,15,53,6
portvesselsbytonnage.1316298,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 2 000 to 2 999 gross tonnage,65,174,5
portvesselsbytonnage.1316297,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 1 000 to 1 999 gross tonnage,29,43,4
portvesselsbytonnage.1316296,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 500 to 999 gross tonnage,4,4,3
portvesselsbytonnage.1316295,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,From 100 to 499 gross tonnage,1,0,2
portvesselsbytonnage.1316310,755,POINT (6.821358958000076 58.26194275600011),Kvinesdal,NOKVD,NO_0NOKVD,NO,2025,Total,173,860,0
portvesselsbytonnage.1318926,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 30 000 to 39 999 gross tonnage,312,10796,15
portvesselsbytonnage.1318925,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 20 000 to 29 999 gross tonnage,,,14
portvesselsbytonnage.1318924,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 10 000 to 19 999 gross tonnage,4,47,13
portvesselsbytonnage.1318923,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 9 000 to 9 999 gross tonnage,41,408,12
portvesselsbytonnage.1318922,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 8 000 to 8 999 gross tonnage,10,82,11
portvesselsbytonnage.1318921,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 7 000 to 7 999 gross tonnage,35,269,10
portvesselsbytonnage.1318920,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 6 000 to 6 999 gross tonnage,7,45,9
portvesselsbytonnage.1318919,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 5 000 to 5 999 gross tonnage,11,57,8
portvesselsbytonnage.1318918,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 4 000 to 4 999 gross tonnage,5,22,7
portvesselsbytonnage.1318917,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 3 000 to 3 999 gross tonnage,11,38,6
portvesselsbytonnage.1318916,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 2 000 to 2 999 gross tonnage,34,92,5
portvesselsbytonnage.1318915,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 1 000 to 1 999 gross tonnage,11,18,4
portvesselsbytonnage.1318914,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 500 to 999 gross tonnage,1,1,3
portvesselsbytonnage.1318913,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,From 100 to 499 gross tonnage,,,2
portvesselsbytonnage.1318927,756,POINT (10.031494141000167 59.049072265999996),Larvik,NOLAR,NO_0NOLAR,NO,2025,Total,482,11877,0
portvesselsbytonnage.1323220,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 150 000 to 199 999 gross tonnage,19,3491,20
portvesselsbytonnage.1323219,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 100 000 to 149 999 gross tonnage,33,4210,19
portvesselsbytonnage.1323218,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 80 000 to 99 999 gross tonnage,8,775,18
portvesselsbytonnage.1323217,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 50 000 to 79 999 gross tonnage,16,1057,17
portvesselsbytonnage.1323216,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 40 000 to 49 999 gross tonnage,2,88,16
portvesselsbytonnage.1323215,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 30 000 to 39 999 gross tonnage,6,210,15
portvesselsbytonnage.1323214,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 20 000 to 29 999 gross tonnage,3,87,14
portvesselsbytonnage.1323213,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 10 000 to 19 999 gross tonnage,127,1650,13
portvesselsbytonnage.1323212,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 9 000 to 9 999 gross tonnage,44,434,12
portvesselsbytonnage.1323211,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 8 000 to 8 999 gross tonnage,,,11
portvesselsbytonnage.1323210,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 7 000 to 7 999 gross tonnage,12,92,10
portvesselsbytonnage.1323209,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 6 000 to 6 999 gross tonnage,18,114,9
portvesselsbytonnage.1323208,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 5 000 to 5 999 gross tonnage,17,91,8
portvesselsbytonnage.1323207,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 4 000 to 4 999 gross tonnage,32,143,7
portvesselsbytonnage.1323206,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 3 000 to 3 999 gross tonnage,197,704,6
portvesselsbytonnage.1323205,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 2 000 to 2 999 gross tonnage,99,265,5
portvesselsbytonnage.1323204,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 1 000 to 1 999 gross tonnage,56,83,4
portvesselsbytonnage.1323203,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 500 to 999 gross tonnage,27,21,3
portvesselsbytonnage.1323202,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,From 100 to 499 gross tonnage,28,13,2
portvesselsbytonnage.1323201,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,Less than 100 gross tonnage,,,1
portvesselsbytonnage.1323221,757,POINT (5.114685059000124 61.934875488000046),Måløy,NOMAY,NO_0NOMAY,NO,2025,Total,744,13528,0
portvesselsbytonnage.1325577,758,POINT (13.185119629000042 65.85009765600006),Mosjøen,NOMJF,NO_0NOMJF,NO,2025,From 40 000 to 49 999 gross tonnage,,,16
portvesselsbytonnage.1325576,758,POINT (13.185119629000042 65.85009765600006),Mosjøen,NOMJF,NO_0NOMJF,NO,2025,From 30 000 to 39 999 gross tonnage,1,39,15
